Legajo,investigacion,desde,hasta,dedicación
44660982,605372,1996-10-18,2002-04-16,33
23460989,459474,1988-03-25,2009-01-31,4
4026403,575631,2008-05-24,2019-05-26,30
46898136,877516,2009-01-03,2016-08-29,31
87597038,778873,1986-12-04,2010-06-13,14
87258420,655077,2010-04-20,2013-06-14,10
49741840,879341,1976-02-04,2002-07-22,6
67863167,388809,2019-09-26,2024-05-16,21
64544487,91411,1995-11-20,2014-01-05,33
27758852,143483,2020-05-29,2020-08-01,24
67556604,351804,1974-10-10,2004-06-18,3
19102337,259680,2005-01-26,2019-03-06,24
95099102,754549,2018-11-28,2020-01-24,40
2461555,453544,2019-11-21,2022-08-03,1
52913683,121743,1991-12-15,1997-08-17,3
11460492,503491,2014-07-01,2017-11-12,32
23097601,549010,2024-07-03,2024-07-05,40
22055637,750025,1993-03-19,2008-11-14,30
20388400,874748,1991-03-04,2020-09-19,38
89661804,876064,1989-09-02,2019-07-27,29
76805838,480823,1991-08-26,2005-04-26,5
30493969,6574,1982-07-14,2018-05-17,8
86939068,272908,2011-08-12,2023-12-08,20
39111785,764411,2000-05-16,2017-04-19,33
5186856,551866,1970-01-25,2004-05-20,37
55642032,855299,1994-01-22,1999-08-17,28
92571930,687001,1984-12-06,1986-10-16,16
48465582,988032,1983-05-22,2022-12-01,37
95964934,559960,1990-03-01,2019-09-11,11
8571153,756844,2020-03-31,2023-08-22,4
84810482,574265,1979-03-05,1990-07-09,30
31520134,865681,2019-08-23,2022-12-15,24
32909889,209881,1991-06-15,1995-11-05,28
52980033,290506,2019-02-11,2019-12-09,24
63338428,144754,1984-12-20,1988-09-23,11
97884929,342174,2000-09-27,2016-05-21,13
78736097,112857,1974-09-17,1993-08-16,29
93344279,68589,1979-04-17,2011-12-23,3
16619915,711060,1979-04-28,2006-10-17,4
43420547,697502,2011-02-09,2021-09-08,2
24572976,509533,1984-07-18,2014-05-20,16
31866136,675895,1979-10-03,2009-06-12,25
65966108,194016,1986-09-12,2005-02-11,2
56489266,131067,2015-08-30,2021-10-19,40
87722586,40794,1994-09-29,2006-04-24,28
30039571,964412,1978-01-17,2019-01-11,1
31931386,397830,1996-08-17,2003-12-06,11
86749142,901911,2017-09-02,2020-07-10,39
363243,481777,1989-02-03,2011-10-14,15
22620395,385986,2007-08-29,2024-02-09,13
31350923,273201,1972-02-29,2004-02-08,20
35245997,774708,2016-07-01,2017-03-14,22
31162757,44022,2002-09-06,2007-06-29,14
89750029,381986,2002-03-21,2021-12-19,3
7287646,981220,2003-04-25,2005-05-13,15
81189378,536478,2001-03-19,2011-05-01,30
62686159,270165,2020-10-06,2022-07-27,37
90246272,753778,1971-03-31,2021-07-09,22
55511564,669756,1995-03-10,1998-04-14,9
7193183,65630,1990-10-21,1991-03-29,33
16825548,871817,2002-01-16,2016-02-23,17
90691960,635418,1996-10-17,2006-05-08,24
4907771,556926,1985-05-12,1992-11-17,12
97751255,140021,2002-11-09,2014-10-02,23
87008181,412085,1977-06-14,1991-03-03,13
95497055,776059,1994-12-30,1999-01-14,4
9854273,649278,1985-01-04,2001-06-06,25
28078661,333188,2012-09-24,2015-10-01,31
91991196,295095,2012-04-09,2023-03-12,6
92211938,208885,2006-10-13,2014-12-04,36
31112396,629546,2009-04-21,2023-08-07,24
83175147,637788,2011-12-24,2021-12-04,10
48356188,75958,2000-08-20,2008-07-25,29
14009988,421397,1985-06-11,2007-03-13,13
31466703,641321,2018-10-21,2023-01-03,30
87061701,580299,1989-08-30,2016-07-09,20
64234417,960139,2004-04-13,2017-09-16,34
1187567,939837,2004-06-24,2020-07-08,18
76438710,117236,2023-07-26,2024-01-22,30
65027600,541155,2022-07-17,2023-09-27,17
36547569,552814,2007-07-23,2021-04-25,36
67215936,519156,1992-02-11,2020-11-04,31
68693420,884787,2000-01-17,2016-12-10,9
27109062,652292,1980-03-26,1999-08-11,31
63546886,544252,1983-07-29,2002-12-06,26
17522713,610661,1987-03-25,2022-03-18,20
81490701,747926,1984-08-29,2019-08-18,25
63804497,883324,2022-02-02,2022-05-26,38
69076279,456962,1972-03-07,2009-11-01,38
249105,13706,2011-09-28,2023-05-13,39
31344599,716652,2005-12-11,2012-10-11,25
74722658,12626,2006-10-11,2006-11-09,31
43608607,295270,2002-02-19,2019-04-17,35
75422513,44360,2003-06-23,2006-05-06,36
68790824,437133,1979-08-29,1984-10-05,27
22042216,631842,2004-04-13,2012-04-01,9
6102103,75899,1984-07-20,2017-09-14,20
50744560,521511,2002-10-31,2006-11-22,29
84591379,825646,1994-01-14,2002-03-15,2
11506062,154673,1985-07-07,1998-11-25,26
25101091,597883,1998-01-07,2010-11-19,24
47453490,302401,2016-08-08,2021-08-09,3
54914351,165574,2021-05-03,2022-07-27,40
52270279,900130,2008-10-02,2016-07-08,3
22123474,10586,2006-07-21,2018-04-29,1
17600773,342174,2000-09-14,2011-03-19,28
31804454,847710,1970-08-05,1973-01-21,14
58997204,243556,1988-12-13,1994-06-24,8
49609956,723896,2009-10-25,2023-08-07,10
48813423,332728,2021-06-04,2023-06-05,23
8983989,242687,1990-09-29,2011-07-07,9
89977320,112342,1971-04-24,1994-06-01,2
75336814,910697,2002-10-14,2004-05-05,40
11519810,297963,2002-01-27,2017-10-17,16
14920741,546223,1988-12-12,2022-11-15,20
70754255,480071,2013-12-04,2016-01-14,18
17343878,357881,1973-04-28,1977-07-09,13
90566170,733536,2020-02-24,2021-08-25,24
96334041,613574,2011-03-09,2013-04-07,13
3364642,564077,2011-01-06,2012-01-27,33
24326172,506964,2022-06-12,2023-10-31,11
76805838,801903,2016-06-24,2023-09-29,38
75982555,880822,2015-02-25,2023-09-03,26
79429854,441587,1990-08-31,2023-05-03,23
8897028,116243,2005-11-27,2022-02-04,29
9672491,277833,1977-09-03,2023-09-22,37
12033361,517970,1970-06-27,2008-09-26,2
69116498,292514,2006-09-08,2012-03-12,2
97148395,685874,1995-12-17,2003-07-15,21
99401537,177715,1990-02-25,2015-09-27,25
79895628,792353,2008-05-23,2009-04-01,33
96807027,128106,1982-02-19,1994-08-06,38
63324154,858236,1982-11-07,1985-03-11,3
14400267,964320,1986-04-25,1987-10-08,40
95319747,104468,1983-05-18,1984-08-24,29
32103520,24221,2009-08-04,2010-12-20,32
34457845,47059,1971-04-13,1980-01-20,25
95920867,672504,2015-10-09,2019-09-14,8
98418211,981419,2000-07-23,2023-12-15,5
40149985,124722,1995-01-20,2009-09-09,40
36581916,495564,1995-07-22,2006-03-31,32
97850877,126763,1972-09-25,2014-10-03,31
76214487,716630,2015-09-01,2022-07-08,12
82018352,909424,1974-12-31,1994-08-03,12
64144517,174999,1998-11-08,2021-05-30,11
31441526,346658,2006-05-11,2022-11-07,4
88715849,426020,2002-05-10,2013-03-04,29
38305409,547421,1984-10-20,2001-09-30,9
77362370,351639,2019-04-22,2024-06-26,10
61320368,317507,2008-08-03,2019-11-06,24
68930547,354709,2013-06-29,2024-05-11,17
69395899,81403,1990-12-27,1997-04-08,27
16908484,960035,1985-07-27,1991-03-15,1
12561240,264502,2008-03-22,2021-02-09,11
52727853,742020,1986-07-07,1997-05-11,6
63109958,373487,2002-07-30,2013-03-31,35
36678308,379574,2005-08-04,2005-12-09,22
70595929,107441,1997-05-15,2015-05-13,1
51276511,920044,1986-08-10,2009-01-31,7
78919404,654275,1987-03-05,1996-10-22,36
82019137,352191,1984-03-21,1999-11-01,25
28781815,361688,1982-06-09,1988-01-19,17
78796647,675369,2017-11-02,2020-12-17,24
31042513,478335,2019-05-03,2020-12-05,16
62511834,80615,1987-04-12,2014-02-21,33
96511036,310908,1994-04-04,2019-08-19,18
18286637,446548,1976-08-27,1992-04-02,30
47905086,248106,2010-10-24,2021-05-09,10
92785948,924897,1974-01-12,2012-03-24,32
64412886,153098,2015-05-14,2021-05-21,25
433817,206426,1995-05-28,2008-07-30,24
29164358,482151,2003-11-27,2018-08-08,36
27515167,5370,2002-01-09,2019-08-21,23
74446181,914836,1977-07-22,2013-07-22,12
75916444,307705,2003-12-03,2017-07-12,14
53282892,52454,1983-11-01,2017-09-20,13
46915550,814200,2001-06-03,2014-06-23,17
50330049,177251,2006-04-29,2014-11-04,21
13637894,9510,1991-06-02,2009-08-01,29
75178787,64946,1971-06-10,1979-01-14,26
34537342,806906,2005-11-18,2009-09-07,10
60370820,294013,1994-07-07,1996-04-03,26
39137547,686209,1974-03-29,2010-01-22,19
31077603,6351,2022-06-05,2024-01-10,4
74255443,860757,2020-03-09,2020-08-08,23
62482675,205549,1970-05-23,1981-05-11,37
57692588,637756,2005-01-30,2010-04-20,34
26791461,348985,2010-09-05,2018-06-22,21
12497674,792395,1998-11-23,2010-07-11,4
29908962,942948,1982-06-17,2023-11-03,37
27446495,68038,1989-06-21,2020-06-05,5
73976241,291560,2003-07-30,2022-08-11,36
36131646,366022,1991-04-13,2020-07-21,22
42731213,408459,1971-01-16,1998-01-18,39
1263676,919671,2013-06-29,2016-03-10,34
49369040,275992,2007-06-22,2024-01-06,15
21109753,627956,1977-07-01,1996-03-24,5
70047316,321332,2020-08-31,2022-05-08,29
6631031,517808,2000-03-26,2014-06-10,16
21174218,646641,2020-05-19,2023-02-06,1
52398766,511579,1994-10-16,1998-01-12,4
30204228,282726,1994-06-07,2012-01-13,36
21146328,908858,2003-08-27,2010-05-12,31
68441193,967861,1973-10-08,1984-10-05,30
52799170,975152,1999-11-26,2019-11-16,7
57826844,764741,2020-02-06,2020-11-24,23
77699584,803623,2010-05-12,2013-11-06,32
71260872,860219,1979-04-12,1995-09-28,19
46829703,336481,2004-03-03,2017-03-01,10
36093828,255675,1999-10-14,2021-08-17,7
25139033,171654,2016-09-05,2024-03-08,2
26296530,173148,1983-07-21,2002-01-29,28
7746055,324278,2004-08-12,2019-08-13,38
2036068,826231,2002-05-23,2004-07-25,7
84869818,201585,1983-01-19,2023-03-17,37
90642691,219653,2020-03-12,2023-04-21,6
69580006,149219,2017-06-23,2024-01-09,20
30079592,65667,1987-09-26,2016-11-02,11
76738241,644843,1987-05-16,2006-09-13,8
11059800,329369,1972-05-28,1980-06-12,31
92690555,773276,2024-06-12,2024-06-27,38
38767806,105972,1975-08-23,2021-11-04,24
94150032,363959,2010-03-14,2016-12-19,5
71153385,495136,1997-06-21,1999-07-06,28
63681096,33290,1975-11-12,1999-07-09,32
61126330,691125,1980-11-01,2007-10-03,37
72385958,905541,1972-04-27,2016-11-25,14
36960192,607663,2019-04-25,2019-05-06,14
99466901,960636,1988-06-17,1990-06-22,12
24587234,189484,2014-09-13,2018-04-01,33
29965285,421761,1975-09-13,1980-09-07,15
42980701,613651,2014-01-18,2023-01-13,29
84451301,735453,1993-08-13,2011-10-11,26
48101441,750490,2002-08-14,2010-10-03,17
26541375,510428,2007-04-01,2013-10-13,30
51960270,157899,1994-12-08,1996-03-11,31
77812080,347312,2019-06-06,2023-07-08,30
34850608,556213,1993-09-17,1995-04-17,26
35580313,507296,1988-04-09,2024-02-24,18
43316703,717942,1977-09-30,1984-10-10,18
36437107,982178,2021-09-27,2022-05-15,12
21979634,121440,2019-04-14,2022-08-07,32
67541622,34975,2014-05-22,2018-06-18,9
15064928,970123,1978-05-19,2020-03-09,29
28938252,935480,2013-03-10,2016-01-15,31
13738943,419561,1988-02-17,2015-07-25,11
83713839,447763,1986-04-15,1993-05-17,21
34455552,159647,1991-09-16,2021-05-15,23
667264,625021,2019-05-09,2021-08-31,33
39428722,817741,1976-02-08,2019-08-05,23
75958202,441715,2005-08-15,2024-06-11,2
34684566,927021,1975-02-05,2015-03-31,21
46522838,301297,1983-08-29,2001-10-06,37
86333428,35960,1982-07-13,2006-02-23,7
63367720,318762,2019-02-25,2021-05-10,34
61077049,252794,1982-02-20,1983-06-28,30
5716520,916064,1986-07-27,1987-12-07,21
52521422,959221,2023-12-03,2024-04-28,15
49378255,209683,1999-09-24,2000-05-05,6
46193544,601341,2023-10-28,2024-07-03,11
48940871,662892,1974-08-31,1984-03-06,5
38864794,57087,2004-05-24,2010-05-10,19
24042287,408228,2023-05-23,2024-06-28,20
26492506,640835,1983-12-29,1984-08-25,1
78836870,309552,1976-03-19,2022-08-28,9
17690190,583853,2017-12-26,2022-04-25,7
8050648,366360,1993-03-05,2017-01-08,39
18142003,860319,2007-02-11,2016-06-23,14
47321003,414260,2013-02-27,2014-11-03,10
67868843,660721,1983-08-30,2018-02-26,10
30646130,206411,1975-11-07,2019-08-26,18
87564234,232630,1980-06-22,2000-12-22,38
61021871,4800,2020-09-25,2023-08-17,14
39124028,995944,1975-10-13,2019-10-08,33
82149261,171993,2001-10-26,2015-03-02,24
84055126,146169,2001-03-17,2005-03-09,30
18308059,94406,1993-03-11,2015-11-11,5
12904289,191198,2004-03-12,2018-09-03,28
91588625,316305,2020-05-10,2020-12-23,16
49388950,186683,1994-10-28,1996-05-04,29
37008807,960636,1980-10-14,1993-10-26,29
20981324,1789,1987-04-17,2017-11-21,15
98442450,436801,2000-12-28,2019-08-14,32
1912559,246534,2016-03-10,2019-05-01,37
6245909,790693,1995-12-10,2002-01-15,9
48198773,767629,1993-03-05,2004-01-21,16
89612159,355522,2005-05-28,2009-03-30,1
91931383,586147,2005-10-07,2021-03-07,4
32391185,690660,2018-02-06,2018-05-27,40
67179680,137637,1994-04-02,2017-05-29,11
77849096,650163,1972-01-15,1974-02-02,11
2024689,947375,1978-02-02,2001-05-06,17
1084292,172489,1989-11-05,2006-12-19,19
71029065,216838,1984-05-07,2005-05-09,35
68319957,292736,1976-06-10,2018-02-08,20
6392136,304546,2021-09-04,2024-02-19,25
95647856,83456,2015-01-10,2021-07-23,37
46732379,569380,1970-08-06,2017-10-07,4
41357258,225898,2014-09-13,2018-07-20,11
86731969,51286,1979-04-24,2016-02-20,9
95359796,635267,1974-10-22,1980-11-11,9
19544518,927021,2015-02-07,2016-06-16,35
72511558,413417,1987-07-23,2005-08-01,11
91487489,392893,2008-05-22,2016-10-06,16
30437181,103509,1973-03-25,1981-10-29,25
98442850,590625,1985-03-14,2006-09-13,20
55269391,190550,2021-03-28,2022-12-16,10
57610637,450420,2013-06-15,2021-02-21,3
17419725,492268,1977-05-05,2011-04-02,19
48124382,45174,1978-10-08,1984-03-10,28
26343310,334906,1982-12-08,2014-04-26,23
64416592,70413,2014-05-09,2019-12-31,17
17685688,315471,2022-06-08,2023-08-29,39
60974123,490697,2000-11-22,2011-11-04,11
63129847,796360,2004-05-08,2021-08-22,39
7184163,959438,1999-08-04,2010-11-14,37
33313068,490858,2009-04-08,2015-10-22,6
39662000,753985,2012-09-24,2017-12-13,38
4918493,91666,1981-07-25,2010-05-23,11
78071547,974315,1996-06-19,2009-11-22,12
68387564,298999,2015-06-01,2022-05-03,25
40350563,459586,1987-06-05,1997-03-09,6
18797751,582496,1994-09-17,2006-08-29,7
95175720,764741,1975-06-02,2000-04-26,13
31655925,214305,2022-11-16,2024-03-01,3
40243467,974441,1975-11-01,1980-02-12,9
54007122,192709,1994-02-11,2014-07-27,36
86504402,912498,1994-11-06,2023-04-26,4
47944303,695099,1992-04-06,2005-10-25,18
15116249,164094,2000-12-28,2001-08-10,32
36239653,846101,1986-09-28,2015-08-01,15
86912010,367596,1985-08-04,2004-04-08,1
58878525,521151,1981-06-19,2015-11-20,31
39735139,598748,1981-05-23,1981-10-14,22
36810910,515133,2014-09-22,2017-09-03,6
75775661,57042,2016-05-19,2021-10-06,28
13129962,937162,1978-05-08,1989-10-01,26
43975580,8119,1971-12-26,2013-12-27,1
97600817,739187,1992-09-27,2006-08-18,29
73343951,257862,2000-03-11,2013-09-22,25
60662472,144745,1994-12-06,2014-04-30,14
9919912,290415,2018-08-21,2021-04-03,17
5759553,190954,1978-12-16,2010-06-19,23
81987736,685705,2020-08-09,2024-05-11,22
63244813,164690,1986-08-04,2003-11-08,30
36783945,781923,2004-09-30,2024-05-11,20
65919671,624964,2015-05-27,2018-08-17,13
2479817,721337,1975-09-04,2024-06-20,22
15468047,690266,1994-08-09,2000-04-22,24
67492145,190411,2019-09-25,2021-04-11,34
15245778,699202,1982-06-20,2001-01-04,3
76977466,399803,2013-12-18,2016-03-25,15
46804721,410543,1981-05-08,1998-08-23,24
66502682,833327,2021-11-24,2022-04-07,8
58026088,560644,2001-03-24,2009-08-15,13
40014311,631110,1983-03-24,1997-04-03,30
42502208,134639,1980-08-03,1985-05-13,29
16715006,346687,2022-05-25,2024-05-04,23
5942466,963915,1970-04-26,1999-01-06,1
31422882,498494,1986-06-02,2008-01-15,3
61079079,421805,2019-08-28,2020-07-11,35
51893221,516785,2023-11-20,2024-06-15,26
80461322,603512,1985-01-04,1997-07-23,5
53581673,132271,2005-05-27,2007-08-25,35
48103697,291099,2003-07-03,2021-10-22,22
61515889,640500,2018-08-30,2018-11-02,35
77916136,364424,1976-12-05,1991-09-28,33
31592842,49877,2013-03-27,2015-08-29,20
51235273,666114,1977-11-26,2023-08-20,37
91043855,919311,1981-07-08,1991-01-29,38
10689357,12983,1995-03-30,2016-06-27,33
85986321,361720,1990-03-16,2012-08-01,38
56554028,317633,2019-01-06,2021-03-12,10
40984486,271858,2008-12-30,2023-04-19,14
25233542,637676,1992-11-04,1994-02-08,1
88716478,607870,1982-02-06,2024-04-08,2
44730231,166371,1980-12-25,2012-05-29,18
78028169,232338,1973-04-18,1978-03-24,35
36480146,335751,2004-07-06,2009-05-02,23
80989643,493607,1977-08-26,2014-11-21,7
30734613,66221,2003-11-09,2018-06-09,3
45742462,39585,2021-07-20,2021-12-30,27
827078,196204,1989-11-24,1996-01-13,11
93931778,424794,1998-12-11,2015-04-17,32
91301682,397608,1977-07-03,1991-02-20,23
1150526,616779,2023-10-03,2024-04-24,39
48356188,239361,1973-09-12,2006-02-13,20
80525165,533127,1986-07-29,1987-03-25,31
28287896,120002,2015-11-27,2021-03-18,35
60940969,277417,1976-04-12,2012-09-17,28
43644752,874705,1995-01-21,2014-07-05,4
12974675,968200,1983-06-30,2005-04-29,7
20326520,383044,1979-01-16,2009-02-05,10
85819922,305113,1995-04-06,2010-02-06,15
70383271,358598,2001-01-10,2022-08-06,2
79214699,894398,2002-05-09,2010-10-04,16
97358200,296610,2013-03-10,2013-03-21,11
6087407,179372,2022-09-13,2023-09-18,37
81353014,835063,2014-04-29,2020-01-16,39
81116367,942365,2005-06-06,2023-01-24,12
45782383,54960,2020-03-24,2021-09-15,9
28580632,132542,1990-10-24,2014-12-10,1
65120375,227954,2011-02-08,2023-12-27,2
36564226,517154,1970-11-19,2017-07-20,6
93925557,404000,2003-08-20,2019-03-18,29
78967360,568421,1994-01-12,1999-08-04,1
99922348,484729,1980-12-31,2000-04-08,32
55672397,822493,1996-12-25,2014-05-31,32
20648760,790373,1976-07-08,1986-12-11,6
18364683,564154,1971-03-08,2008-01-06,28
95294886,629546,1984-10-29,1988-01-29,30
92133181,571936,2004-10-18,2018-01-08,23
35892896,574145,2013-08-11,2016-08-30,7
80997235,578187,1996-03-11,2021-03-15,14
35493640,504428,1990-07-12,2017-03-04,29
94070506,476166,1982-10-29,1996-04-28,39
47539579,787122,1997-02-09,1997-07-04,9
85278669,176082,2004-09-21,2023-12-15,34
7537101,852511,2004-11-27,2009-06-13,34
26008085,68359,2017-07-18,2022-08-21,19
20099291,524637,1999-03-17,2018-10-30,22
92900605,65849,2005-01-26,2021-08-18,36
35031223,774598,1990-06-08,1999-02-15,12
15228122,89970,2018-11-13,2024-01-14,13
89343277,764075,1982-08-11,2005-01-12,15
22232113,678361,1976-09-10,1990-08-27,5
71831961,742961,2000-02-05,2017-07-03,25
39960907,525912,1990-04-13,2018-11-10,13
8502587,997385,2005-02-10,2010-07-16,12
60432440,787165,1972-03-10,1975-02-06,15
91500456,610810,2000-10-17,2024-01-09,9
10336107,219206,1991-10-21,1997-12-31,25
63603875,34385,2007-08-24,2017-03-28,19
90437063,396238,1980-10-23,2009-07-06,8
72363002,68589,1994-12-21,2011-02-24,31
89378210,995585,1972-05-21,1980-05-28,29
76418341,689072,2011-11-11,2012-03-18,29
24607900,160977,2007-07-01,2015-05-29,5
70848019,900337,2011-05-17,2020-09-02,8
15160931,569577,1995-06-22,2020-07-15,17
9751483,927562,2022-06-15,2024-01-23,32
79830774,724099,2003-06-10,2019-07-13,10
95484407,345820,1972-11-30,1989-09-13,17
74654261,3410,2023-04-21,2023-12-28,7
12153303,880979,1984-08-08,2007-07-06,15
26993225,44170,1995-06-03,1996-03-26,24
10342802,840857,1974-07-02,1997-03-25,21
32389131,981519,1983-12-31,1998-02-04,2
97815195,703375,1982-01-15,2003-08-12,24
87359029,773338,1970-12-07,2018-06-07,12
49233964,903873,1982-03-19,1997-03-18,23
62739126,524234,2018-03-27,2023-06-19,36
40002435,504980,1976-10-21,2016-12-07,12
27843033,793104,1980-05-18,2020-06-28,6
22514178,704298,1980-09-13,2019-06-07,8
29073512,273410,2018-06-23,2021-01-23,3
96293161,699661,2002-01-10,2019-11-10,11
23499762,270284,2009-07-15,2019-01-24,15
81176780,962704,2011-10-16,2017-03-08,3
95947960,792186,1980-09-24,2014-07-04,14
96334041,201614,1993-12-12,2022-01-25,20
13272584,92656,1974-01-07,1991-09-25,23
79517370,346751,1993-12-23,2020-10-18,6
10363991,63646,1999-04-22,2003-04-07,13
49038700,822780,2022-09-30,2023-03-20,37
18578863,949570,2012-02-01,2018-05-29,15
46967626,768195,1973-08-10,2019-07-07,1
43837934,2242,2015-05-31,2023-05-07,33
34658191,628964,2010-11-08,2020-05-28,31
38328756,261609,1975-07-21,1989-06-30,10
76809154,515853,1988-11-13,2015-01-31,27
29193891,969463,2020-02-09,2020-08-11,21
44068292,501380,1978-03-04,1994-04-27,8
46871125,608649,2017-11-17,2021-06-06,1
33558062,633915,1979-10-22,2020-02-15,17
32788490,716825,2000-12-01,2013-09-20,7
51754094,392190,2017-10-09,2024-05-01,20
46248569,82135,1995-11-27,2006-06-04,31
64603588,289942,2003-05-19,2014-06-15,8
42718516,33197,1971-02-18,2015-05-27,20
57041985,317297,1981-09-05,2013-11-09,33
51844645,479794,2007-12-16,2023-09-18,28
52379444,84803,2015-01-03,2015-07-22,32
30711282,43702,1997-06-22,2002-02-08,5
21328193,595476,1997-04-04,2000-02-20,24
39427248,995566,2002-05-10,2011-03-03,33
18887757,371309,2000-06-19,2015-03-20,22
66986086,97201,1980-08-18,1990-03-27,31
41637541,482551,1992-07-07,2011-08-25,34
71754497,193989,1989-08-16,2010-11-18,36
17647354,908154,1980-12-02,2002-01-04,3
42076010,249148,1999-04-20,2021-01-02,7
14809080,929603,2024-01-30,2024-05-06,33
90824003,212849,2001-03-31,2007-01-31,33
73978563,66387,2021-10-01,2023-09-18,27
89608775,404066,2013-09-06,2016-03-15,25
47069692,148734,1997-04-20,2009-06-01,30
33066617,739780,1970-11-04,1999-02-04,31
32222041,884041,2016-08-18,2021-06-23,7
23118066,325310,2003-11-18,2005-06-14,28
54344499,134367,1997-10-17,2005-08-27,21
81003056,195314,2000-10-22,2024-04-09,35
28437852,953051,1992-01-06,1998-08-30,18
49555791,334864,2012-05-10,2020-11-27,28
15195654,963616,1984-10-28,2022-03-15,35
32566291,733462,1994-04-12,2004-05-17,22
88701929,7446,1978-09-19,1986-07-27,38
9414654,229989,1991-11-11,2024-01-19,14
53160951,60142,1985-08-22,2020-04-09,2
47417393,413749,1990-09-11,2007-03-26,9
93196889,527928,1976-10-20,1981-12-08,35
47394858,258538,2008-06-13,2013-12-27,13
69248703,851577,1977-05-20,1986-12-19,38
66711825,592951,1991-11-15,1998-01-02,9
1685796,775473,2020-01-20,2023-08-29,34
2332218,802121,2000-03-02,2006-01-13,2
48349356,185078,1987-01-05,1992-01-16,30
58687510,504005,1987-12-07,2022-02-22,5
96993431,372776,2011-10-18,2013-01-03,21
84987497,15228,2018-04-04,2019-09-17,17
36710003,227579,1978-07-02,1981-01-24,11
405337,126226,1970-02-25,1996-02-07,27
73301181,347673,2014-07-07,2023-11-30,29
53680051,108102,1970-02-10,1973-01-11,38
52310685,44022,1994-07-22,2001-12-20,11
32626063,500961,2011-11-30,2023-02-01,29
76572830,444522,2011-11-13,2021-02-01,7
72401920,540642,2006-04-08,2018-07-28,21
38149831,534678,1994-09-28,2002-12-23,4
41575178,483446,2009-08-24,2024-03-19,11
68127164,609926,2005-10-31,2020-06-01,20
47449618,23254,2016-12-19,2023-02-05,15
87416158,150388,1989-04-13,1999-03-01,14
1575947,4207,1991-09-14,2000-02-19,19
20528641,123080,2019-10-10,2022-05-14,14
74353537,812561,1998-05-17,2000-06-15,23
75798966,535183,1977-06-14,1993-09-01,10
53086725,344599,2017-10-07,2023-05-23,33
17210808,716371,1995-09-28,2012-08-27,8
79056288,728274,2005-11-05,2009-05-27,8
103379,911571,1990-07-24,2010-09-19,7
42430970,142826,2008-03-19,2017-10-10,40
3212772,309409,1974-10-11,2016-12-30,2
45679633,793786,2018-07-18,2019-08-24,8
50723667,790072,1974-05-11,1996-06-16,38
31166173,721747,1987-02-13,2000-03-05,28
71821119,431614,2015-08-10,2021-05-22,11
44606765,207090,1975-11-07,1994-08-15,3
8502587,968771,1997-03-16,2014-02-22,28
48553045,313610,1999-03-05,2020-12-12,39
6309000,355067,2001-08-20,2006-07-02,20
28609008,343108,2002-09-17,2021-07-13,35
21071361,409463,1981-05-24,1994-09-17,25
76849260,641663,2000-02-23,2011-05-10,4
99319152,113600,1993-01-20,1995-12-08,33
24956196,14971,2014-04-06,2019-02-24,30
34795578,912174,2014-11-16,2016-08-16,24
7102880,556481,2017-02-03,2017-03-28,19
22398492,895105,1989-11-15,2015-03-02,26
32595395,698138,1973-05-01,2013-09-30,13
34010538,615365,2023-09-29,2024-05-27,39
46299216,804299,2023-12-02,2024-06-14,16
64427762,441883,2018-05-20,2021-01-31,23
51447278,64885,1984-04-16,2018-12-19,34
28842986,575916,1972-06-01,1976-07-11,24
93858335,962831,2024-02-25,2024-03-02,39
35686689,948048,2000-06-01,2019-05-12,4
67353963,6989,1985-03-19,2023-01-03,19
48276277,470253,2000-03-06,2024-07-03,22
86276563,220000,2008-05-05,2016-12-22,34
3440554,633897,2007-01-04,2009-08-31,25
78749924,457550,1981-03-09,1989-10-07,18
62866028,329542,2011-03-01,2019-12-16,34
85973661,608081,1970-08-18,1986-06-23,26
10008894,682303,2005-06-14,2019-01-12,32
78183373,865941,1976-11-02,1996-01-20,34
83730067,441658,1995-11-09,2014-01-07,28
60546417,931102,1982-01-17,2000-08-20,26
73072014,209313,1986-02-19,2019-06-06,34
70912811,906503,1994-09-13,1996-01-06,3
49165810,720585,1983-08-25,1999-11-29,25
72578859,545415,1974-09-04,1986-06-02,14
10901903,669744,1983-05-16,2006-02-10,12
4251889,331288,1992-11-10,2021-10-14,29
38400180,251007,1976-02-20,2021-01-07,6
25294967,856084,2017-04-24,2023-07-09,6
62250183,196241,2011-04-03,2018-01-24,14
32158874,251604,1997-11-21,2003-06-12,9
43414574,417018,2003-09-07,2024-03-09,31
72250278,143891,1979-01-04,2007-03-26,36
12845459,464608,2018-03-25,2020-02-12,23
81926573,303183,1997-03-23,2020-11-04,13
866656,990339,2012-03-11,2014-03-19,3
34522625,838383,2006-11-26,2024-05-04,29
90345072,898632,1994-05-14,2015-07-13,23
31150563,714855,2005-11-10,2022-08-10,26
71239360,807839,2010-10-13,2018-05-01,24
34649549,426009,2010-10-24,2022-10-04,31
81041099,598496,1972-06-28,1984-07-21,6
22214178,366458,1976-07-28,1996-02-28,8
9268895,803118,1980-02-09,2022-11-03,31
19555861,907537,2009-07-18,2022-09-10,31
5066303,187297,2007-12-19,2023-04-12,24
49521205,94507,2020-03-08,2021-01-03,8
19142099,182181,2007-03-30,2022-12-12,33
12895058,249242,2012-11-14,2014-06-17,36
15511281,432439,2007-09-07,2021-12-20,10
60774203,521511,1982-10-26,2018-05-26,33
