investigacion,area_principal,categoria,institucion
61101,TV,deal,161851146754
387781,leave,time,3560424427565
862841,toward,news,2554258565815
609379,me,item,801909151146
830511,a,account,9360135807618
574654,risk,analysis,8891805390212
389575,speak,Mrs,1050634942130
822773,population,name,5041008420725
431131,risk,chance,6875961786562
25887,able,entire,5616885635281
764450,believe,read,9457946558940
123134,of,current,8101054583598
834637,quickly,set,7011744167982
285241,study,candidate,9980378522113
219521,attorney,two,7625581661993
609818,free,prepare,3930282216536
904433,couple,write,598572090313
144547,strategy,worry,2637573954834
920219,see,decide,6111371473853
632225,surface,show,4304975724341
528059,knowledge,really,6492141096222
69843,out,reflect,20578666939
689423,church,grow,2886105240997
665586,mind,wall,2264357335825
658493,lay,best,6174604899284
708285,probably,build,1817226387143
377873,total,eight,3050877271551
583392,good,structure,2660490395023
637000,focus,bar,5182250699040
15549,movement,sense,9292374259343
798521,community,security,7244794890555
904233,almost,help,1547016899608
166769,house,pick,3999362466182
964190,back,property,2937923630391
210493,gas,year,4457438417660
347027,teacher,feeling,8246239915567
296770,step,himself,2286951175261
784244,ground,trouble,4879877793627
967792,personal,style,8130434165429
12263,woman,four,9408794103914
657550,network,here,7506804915330
639777,red,worry,5519179853713
861416,top,up,1954191288502
726288,new,state,7340319661133
758800,buy,coach,9917012401440
130758,radio,reflect,4561893453287
585226,lawyer,likely,9377464502168
546088,window,gun,2638987844773
480823,yard,hour,9539077719176
644621,could,oil,4649291420606
577589,thus,another,2497154594956
281573,risk,chair,7541993873615
956202,staff,you,4477110591335
853579,hope,air,5491812750966
875129,quickly,eight,679315218464
893429,local,morning,6282364056664
109931,effect,consumer,9110910731799
724084,argue,tree,1181847457717
28323,during,computer,108506915896
45841,approach,join,2849990227441
792925,here,research,1974879331639
209651,over,whether,6515179931196
601778,happy,establish,2485747481628
107298,property,tough,7358973723457
393370,executive,economy,2394609497930
494229,Mr,quite,4297784037296
301473,several,push,5448139706275
460945,anything,exactly,6817414446142
215011,reveal,art,9116838175568
386282,bar,others,7645702362075
62561,cell,matter,120119048332
358312,give,less,8248678494155
838391,system,word,4262080043535
814255,bank,several,4079248211553
307462,heart,believe,7553352778374
127755,ball,value,1992009300075
197047,later,ready,4666743755994
152260,woman,short,976107930445
395333,certainly,sure,8448847618126
90770,often,could,3277212258506
127612,simple,poor,582595297713
386615,strategy,central,1073794612101
155232,note,her,4575446488260
635037,leader,exactly,5637262526902
635908,out,event,5374299495510
124412,race,pressure,8636974015217
443360,message,former,5958067091729
515853,yes,would,2437366852701
283245,maintain,sound,97288335230
839528,fight,argue,6288339198100
577238,cost,cause,9930612773603
712637,thousand,pay,8062525358172
428853,community,big,6483455087874
5965,join,individual,1739317014845
61210,talk,employee,8039891587621
602749,man,employee,884524205437
71534,minute,beyond,6876331250162
648754,public,own,6265641393025
711770,white,candidate,5958313418857
672832,feeling,use,8279698711638
341486,land,here,482912983362
267342,figure,analysis,4203524316590
157287,her,alone,4723748314086
25992,huge,economic,5607878748244
572360,friend,player,8859056413914
284457,during,decade,1709944832522
101703,economic,good,4004620440145
460513,lose,every,3746107001326
953958,shoulder,glass,677531309493
652004,investment,scene,6550837376899
24846,action,with,9374019530737
150807,take,court,2653893012953
16188,benefit,center,1831938263522
204413,commercial,certainly,4760937014251
232236,together,visit,6892367058403
388839,turn,relate,7132400662795
143578,because,water,111116236386
525977,shoulder,of,7280245032875
476776,room,ball,3839372865695
989498,tend,tough,1889687965487
83289,blue,family,2815696474543
540341,fund,daughter,1476642875106
280118,soon,over,4323265335740
558702,important,fund,3583482575960
925663,western,enough,6471417304184
838954,six,wish,5375208966408
281775,voice,far,1614200298946
185635,probably,opportunity,5301134150106
257677,bar,join,2839828421431
152997,resource,writer,4388234104060
84767,say,fall,9115834007772
488719,field,answer,9541692604219
592516,current,agency,5734448536891
401134,move,admit,3906681234184
879756,remain,offer,9544756456010
825723,east,entire,279828022517
392782,attack,agent,8098976767250
471755,nation,choice,8023773055144
457239,population,type,4970854725739
793104,trial,point,3043614002838
305221,single,walk,1367800880898
75647,student,past,7990900030096
762475,agree,ok,3390477386881
21604,different,race,8932846086399
797190,finally,prepare,7475801679751
806993,door,Mr,541051872213
80459,decision,choose,5063165464264
999513,field,hot,6069967700936
817966,building,property,7947470195312
615571,require,just,4114812166780
629849,thousand,indeed,5282884863267
824206,here,even,6928045833820
523780,move,affect,5008991665641
83231,series,usually,3846613943038
245467,we,sister,449091513633
387657,room,score,207323461042
446474,human,of,6650138938579
173411,interesting,weight,8625758066395
592437,hour,peace,9978265338103
791588,paper,hard,2533804307119
698648,talk,decade,192059014354
702494,stay,provide,4601749677580
88729,low,look,5492872812315
953266,represent,wait,7188824082921
777272,threat,director,9046418330961
277341,morning,four,4211574253342
565202,step,century,4886787125847
153581,ago,hospital,5969529041537
549228,avoid,imagine,9050373147216
915771,loss,himself,2849990227441
41356,I,claim,2890319932617
277366,recently,ground,887398091560
560538,degree,idea,5553970913671
933914,anyone,government,329883033355
433886,organization,color,9013387673664
1760,discover,fill,2421866868191
19347,about,require,6734436278370
459690,themselves,to,4185696230430
795764,sea,Mrs,3388064546402
517665,development,whole,524611948934
24274,collection,sort,8799521570809
148734,near,bad,7111390223449
563120,firm,ok,4701637576986
710210,four,hair,130754690619
367944,Mrs,born,8329991150387
917328,green,plant,5779454042590
283236,view,score,5567942770956
45428,together,community,8722767858994
613651,growth,consumer,7098377000803
970454,what,buy,3377206936710
821353,site,soon,6109140129994
72431,sometimes,decade,3558629641014
398272,off,husband,1438173729421
981249,buy,wind,7284095138034
900922,president,computer,3890408621262
8448,career,very,1042421239961
452323,practice,stuff,935221307373
682204,from,life,9258382100936
697406,appear,about,4480059144636
880906,indicate,see,6570639272578
866918,party,hair,8811764037453
518472,near,condition,1467976813237
256044,board,country,124303903027
962521,condition,cut,559787801801
762902,simply,but,4285031109225
917869,community,plan,9667165182123
68335,home,ahead,2855022668335
481029,attack,that,9775782187584
858088,stay,employee,4179326255697
290141,health,purpose,8528639981921
637668,left,heart,2026866195921
865781,two,cost,294961083781
16549,follow,police,4662894851032
875686,maybe,start,2074884180902
65615,least,during,754400775866
24174,together,various,1506337850160
237377,cup,lawyer,6597052220754
667176,kind,poor,8859056413914
657794,decision,catch,5620800500580
130930,mission,include,9150709394663
309966,wind,whole,9290207220501
726266,baby,charge,8225078473982
403249,if,meet,6251494654707
649897,table,memory,385399597672
762072,red,film,4944667508707
428802,heavy,college,17299880038
805790,down,kind,2513656057772
483331,fine,should,3990343698570
829312,before,small,1165324748028
762828,six,evening,4978014682973
820505,understand,choose,5730829750740
465818,arm,herself,4734868676037
880822,set,chance,8046089545687
484113,scene,high,7683716606337
630345,than,rule,8115445233598
442171,ball,nice,2135819612931
507955,mission,author,1505872150273
963300,although,response,5483406140697
628997,lay,poor,9293102775767
262795,what,leg,6759041883621
828500,perform,father,2930234654352
105534,hundred,politics,7938884086228
174895,because,degree,7164350434693
621151,general,myself,2606981313456
845800,before,Mr,1586451948305
871587,clearly,experience,3190950885319
169022,accept,computer,7713352658410
867276,future,parent,9313340956475
249408,expert,policy,1018874089949
369848,near,prepare,4582419411601
810346,work,education,3633556869864
485972,population,condition,2766264817000
270258,sport,dark,8201964037201
467025,him,watch,6461145159169
13098,dark,enter,2696392837607
860219,include,center,1154164008383
326329,natural,scientist,5953563709362
257237,others,admit,8819188998440
256332,official,short,4773578767322
730890,rule,bed,5985806594379
257327,deep,mean,6346607643461
210665,year,turn,2920090090374
555682,kid,remember,8622235131954
202574,manage,simply,3056028436484
165688,approach,network,2877805230108
482151,stuff,left,6592152476252
209454,place,else,2193694435185
293432,strong,mother,1577607614815
721824,message,deal,2036961071361
491943,TV,beat,7911808458626
276712,government,appear,7645148693256
14229,answer,be,1685607233188
706152,not,skill,6459907330284
370688,security,defense,2744890496300
900342,Mrs,voice,3386037777656
660817,dog,day,3491538013416
84213,leave,cell,6364310259329
619531,bring,billion,1193818207448
857871,yard,hit,1586451948305
186908,culture,purpose,883158029967
678378,ask,money,3176532057703
857289,pass,role,2448640586751
594614,individual,those,8016882662906
324549,him,talk,8107296559044
567925,fact,book,6625627664740
497999,move,amount,2091138004327
370014,read,ahead,6224934156033
470023,meet,me,6390277515629
936168,finish,society,2435698113363
600274,hotel,bring,1578410474712
193924,community,artist,2007469746020
891079,test,traditional,8992707051373
467332,parent,choice,2577378670725
530836,woman,popular,6739479838585
499803,chance,explain,7753364507319
281299,career,occur,6613715703811
531177,discussion,catch,8350051965329
255379,seat,while,5879009352961
792395,bill,but,9778931212428
653619,economy,art,7883982760707
430244,sense,bar,1506256186745
536960,throw,pattern,3909472155436
103763,break,body,6080883451484
196448,on,how,279134828114
788497,or,audience,3419905201827
866758,hear,act,8741834009583
268082,morning,really,9083211747270
622326,four,reality,4637636595026
891459,home,or,1153207089400
481651,father,painting,7048124949375
877068,ask,price,9355652790863
734172,realize,laugh,3228723766081
396784,buy,election,9018676019863
122364,leave,degree,3906345667733
429671,task,along,4340240934878
687037,here,look,2196481382256
340246,page,trial,7598411412007
868547,dream,officer,5456092912758
68486,anything,newspaper,6659608379421
311785,forget,serious,8291935247332
880774,short,threat,1706287400028
348509,relationship,hair,7876434826757
461826,have,avoid,8426227744322
572946,necessary,according,483724700766
918774,pay,compare,488828243570
818535,approach,moment,8383435663733
677536,population,protect,8128749961552
867561,couple,house,408852996385
439809,hear,investment,2813370454993
938905,break,fill,4808423950568
432051,deep,in,9026852696253
727933,however,sign,554780112831
511431,apply,produce,3210950440001
609926,kind,concern,2567863168275
420678,tend,significant,1570733180892
128388,condition,plan,1763357190321
806432,beautiful,life,4970541612146
139728,report,always,7206055860120
678628,value,something,991129046383
392892,tonight,others,4970541612146
253276,foreign,market,2671990868711
669756,together,behind,4196516072377
835492,actually,already,1431044517873
356537,heavy,military,3267531844996
172504,least,assume,5636407031884
248947,court,western,6142232203202
325438,all,lawyer,9294084570607
517808,yet,better,1664850349566
236805,ahead,traditional,6477551765893
553425,American,indicate,8940307734464
574145,use,commercial,8384909975346
90461,be,turn,1499591459513
737253,main,four,2366846072704
311634,later,industry,1794657001800
123166,up,consider,2855022668335
973420,action,why,4897424143496
248388,important,about,4295934354198
423056,try,yes,6302405507670
870155,authority,understand,4272439461221
812603,red,account,9538878804606
142600,recently,can,5543877541282
840443,only,help,7110202612839
505362,toward,power,8831982104236
990429,business,could,6305566644636
455103,ability,provide,5528956200217
572290,sea,manage,1403185917112
759060,catch,next,5401348868552
225185,recently,total,4571971650591
732289,benefit,billion,2029296822900
239192,agreement,matter,491955463444
177735,physical,actually,2569085322065
518464,everybody,hit,1424091129084
423484,interest,science,9630389068665
547606,allow,event,776335069112
504005,last,agreement,7784439086639
342195,area,imagine,4732910169874
456452,writer,service,2776986925172
453544,single,no,9924800830581
318257,along,person,8445874387911
99477,he,laugh,4110986498016
162762,water,away,7352602814275
389123,sit,budget,677531309493
342066,successful,enough,9304563978420
426350,series,program,4753876792728
264149,yeah,seven,8325354746456
148280,ask,play,6897386591276
812111,place,once,4445025212727
422080,face,follow,6845116137312
773426,decade,development,8839974915816
20224,my,hear,1635978800744
687949,without,almost,2681464627357
899903,return,and,2068408677017
577788,smile,simple,6248906483642
289407,support,water,930698171514
911559,next,role,664830267086
79811,national,charge,8239083333943
250142,arrive,audience,3105943349469
727225,dark,voice,4051719609901
458884,in,individual,5456018108343
123059,class,middle,139168722455
249354,professor,pick,4366436134741
961130,arrive,where,278658284316
92598,soldier,future,8026873333505
453097,Democrat,project,4172855480540
902310,range,everybody,4450575698275
84207,Democrat,mind,2533081471902
219206,nice,line,5601374102014
480071,else,quality,7666533764706
92666,doctor,why,8943471196572
576904,building,more,7527073727108
30455,firm,move,6813789862517
102837,amount,apply,9290207220501
543500,win,same,1413729398522
885986,note,fire,6707982472698
485665,control,western,8085856559900
988782,able,even,3882932513388
879145,six,certain,9831811008458
862249,power,those,4552312783038
517324,goal,history,453770848519
244714,may,entire,2724261699416
35965,herself,claim,5353037028256
954279,open,will,7555792343937
766759,table,nor,3670117678718
834856,bad,performance,9189613004191
938121,animal,admit,5087801558214
84367,country,once,5749600120471
645440,staff,case,292209223468
687551,nor,simply,7497522109013
94822,build,minute,2694148629668
108840,career,water,918387698078
382055,director,nice,3356137465783
862167,drive,sell,5937974291875
350779,move,include,9013126199638
762234,green,floor,9847783386399
391265,soldier,beat,6355459000206
456087,experience,successful,2822399422151
922566,building,if,3081139096604
606646,professor,final,3470656306161
157095,job,without,7021758102636
551885,ever,he,2062174671754
887290,international,work,6043332729976
922747,join,response,5174528039858
67117,strong,put,4903760951229
406521,either,American,4051719609901
204093,chair,success,146277273551
287046,guy,write,2180592694025
80929,enough,beautiful,1185951639754
466876,support,change,7192685197105
246065,see,off,6463222949779
330249,mean,chair,7667662488672
906948,mouth,provide,4172540437186
302123,nature,fall,146626340248
206249,edge,claim,517602349553
617280,social,control,3227504527040
816587,special,feeling,9469638472950
317972,subject,total,2925415284264
167469,its,break,870302694892
253220,reason,black,157565704544
446986,argue,environment,8941610573200
762771,city,store,2464080114710
799914,them,yeah,475915020745
393999,another,dinner,6102926166736
185563,star,real,72596318138
65654,marriage,common,1338040171123
364639,edge,visit,1826321207151
143571,bit,society,2514212913873
85773,result,over,6358238613511
577514,important,management,9313827721643
778892,wrong,enter,7655750512371
152428,should,data,6483562621004
504002,single,it,4042952743678
573777,near,conference,3399196640785
497286,choose,wear,6900580700969
56177,board,contain,7527271576413
736203,yet,space,8107296559044
869744,respond,because,49481393922
82056,happy,change,1509958933167
857070,practice,unit,1905500264845
297832,subject,commercial,1608994802072
485068,several,state,6421060730012
963915,matter,cultural,8186371640015
721698,back,sign,8814955250504
208885,allow,their,8974031564658
101995,anything,list,7278326007030
30886,friend,step,257851428120
128203,partner,weight,1618663488136
554451,level,chance,720358537434
889617,picture,nothing,9589367276166
853375,lawyer,include,8769871269889
852183,mean,yes,2604274121894
1100,will,affect,1831541420729
66896,activity,daughter,4942131564191
80942,pattern,stuff,7569130111190
999994,if,necessary,2655881042865
574778,cell,phone,7680860560298
38784,him,station,8790446849530
576886,realize,cup,8861560488294
587597,table,bring,4626978932648
924264,ahead,movie,7526527306669
462918,tough,candidate,304478176566
334864,billion,box,5667888360983
255923,significant,however,2098694349840
462217,crime,data,173723455791
787054,think,particularly,778607110182
210722,general,force,310972008685
251733,stay,of,6129652226836
50097,the,member,7602534311943
844469,wall,start,2948826951090
854371,herself,difficult,1276623225783
259432,direction,summer,8742951980975
43508,require,member,6593339524081
839218,economy,age,4477387155483
10156,visit,wish,2450314210396
526871,cell,hundred,526858865535
344350,institution,other,8494922520473
567225,since,change,2757361286946
189216,step,technology,8590002561960
107712,need,believe,6545511854134
775349,worry,the,6702483483736
477639,rule,weight,360179092275
942921,individual,civil,3677480313626
131109,fast,nice,8336144165651
120796,ten,give,5527244449889
986217,human,fast,8354603595498
563644,task,hand,4238756417818
612298,top,claim,3913957271003
158578,thought,those,3905878938296
105314,seven,will,6810374015371
937532,low,shake,8284766153515
513858,who,keep,9175773127322
447294,ground,entire,3798382468115
665514,first,two,7046630864678
245078,against,fear,487354919498
653428,subject,home,9304563978420
834784,threat,audience,3145226903884
302964,past,wonder,8805512559919
562747,low,region,5753830596300
841306,store,prove,6125479344648
154389,focus,body,4701361318869
725969,upon,hair,8726708834181
91787,every,foreign,2274056335753
456723,other,sister,1289358509797
282164,stand,explain,2125832220157
213656,analysis,half,5420202340873
160310,include,morning,6064194503091
320914,scientist,news,2492261348374
162436,carry,table,6510188034041
68350,cold,Mrs,371309725391
918495,hand,since,4455094041097
375846,consider,they,6461145159169
29508,method,type,5947116531622
934028,somebody,ago,6647027945712
479794,hope,these,1042214515485
577077,own,appear,583018317784
169069,administration,grow,8209650679350
653027,interview,establish,6498465487436
371207,past,black,4228570573272
822867,six,along,8438583374862
189511,result,ahead,6487655740971
23254,teach,hundred,5053346753070
997027,sort,find,3996414493729
656927,toward,development,2622235463748
581732,make,ahead,3913957271003
392926,front,similar,8925972835955
24137,everybody,either,5198382185342
710853,indicate,tree,2316646381115
599373,they,some,2607520572878
109026,music,center,1779082478827
453197,series,operation,4042441047367
498582,hit,pull,7452045245173
772192,we,thousand,8947809694468
574000,good,wide,1010229811355
261998,home,identify,5562057130973
319306,resource,service,3685073485265
385314,recognize,rule,6709859143006
808060,include,piece,8960387983682
764160,good,point,9597873034175
680679,page,general,740372642310
91409,far,product,8287169534437
144897,material,later,5306779180340
257468,clearly,every,2949066587675
677498,character,table,681165859254
872057,property,news,9521546137783
791633,professor,ability,680227782275
172489,black,focus,8841095297438
707867,general,old,2343691954403
607879,thousand,plan,2662472623646
395656,city,until,2966496427034
134479,other,able,8690766440522
484010,what,everyone,9018676019863
914678,work,agreement,3226435775601
942372,mean,would,3902110333650
190439,hold,act,4008001088646
587211,join,turn,6553352910856
824955,under,also,5637473077059
46640,cup,special,4965454860862
212611,available,identify,2410318574548
755243,stop,employee,7449030419128
556107,beautiful,edge,3237935613248
164538,generation,everything,3862385903387
403274,minute,information,8736492691587
38240,tough,perhaps,9776062786492
101957,purpose,knowledge,4869451539149
195342,real,town,3973604623748
818375,suddenly,same,595956450695
213162,TV,cold,8379612619238
564587,low,dog,7228147081612
412671,recognize,choose,1315854590592
62642,class,also,5795167769225
34435,mention,show,5235171843011
780066,natural,someone,7669348167796
107525,heart,someone,3491597933549
531047,president,parent,5063689994681
245322,cold,nation,8265186521846
229131,sister,near,3802163052622
956808,especially,rather,3270419356422
630550,throughout,doctor,6834997511684
207608,agree,build,316394720951
592951,result,west,2304984502960
450762,figure,beautiful,7322982131723
95614,rock,already,4103395346284
472421,skin,suddenly,6999725384485
483574,by,tree,4093958720279
12583,himself,make,7035009452738
272735,before,western,3720354645673
503491,machine,town,7645148693256
757431,get,PM,9090061169009
189816,hope,like,9778109032444
822858,indeed,political,3779206733008
217906,upon,old,4079562582936
797722,suffer,appear,5069587794424
213583,play,six,3598477335773
863733,letter,thus,1730140446850
317684,chance,administration,7805857011543
201727,safe,hope,9718766678962
908805,physical,finish,3078879516786
436748,forget,report,7810367990539
644733,item,record,5544236282756
808183,how,computer,1722213061601
209440,parent,very,8938706200940
357375,stage,plant,9427419195260
145753,order,their,7467169177223
599107,build,gas,2894330228554
728854,food,half,9428727871888
343284,center,serious,4642764082464
610354,kid,there,2086680937791
899572,hold,share,5094432675873
583393,unit,spring,341994265548
872744,out,top,8624430617166
162720,kitchen,draw,4447605052417
26759,into,wonder,8122594641017
486264,probably,keep,2627632738202
657335,off,clear,8799755794690
174570,bed,true,2143746861463
664500,value,yard,8710305164991
481911,network,his,6625627664740
87329,home,age,5769563230091
897960,no,a,2559765011147
527183,check,child,1741316508182
343591,wife,history,136465611312
356543,hand,case,4105931181939
428288,bit,military,948860464046
89348,choose,area,9967227983473
234718,reach,expert,3045284343722
360028,deal,administration,2230055874732
175513,scene,couple,542280261438
669683,serve,set,6958223574808
974887,old,together,4601749677580
761161,appear,situation,2417576832501
707959,participant,industry,3099521499379
955197,land,end,6883883651699
116770,show,look,3016644391702
506553,spring,allow,3964499098576
265128,position,cost,7098620631991
589567,become,special,6108819362932
51188,performance,another,227100999443
646905,perform,scientist,6036000467571
155209,newspaper,debate,6137261185115
706069,our,treat,9502241674156
584749,require,enter,3021782268982
367596,paper,enough,2860757846740
87391,eat,executive,4706830698025
61363,economic,recent,473275616135
230336,manage,consider,2468464052173
320641,paper,prepare,2254100856452
438698,less,citizen,2637331625611
620688,billion,probably,1175336304063
917063,no,recent,8994582731970
981805,continue,language,4108180938542
200117,language,eight,8903736893560
10304,price,growth,9906073724713
483562,though,young,5988832179426
30484,food,and,1686493150637
351545,need,international,61974554179
752949,fish,without,129319759443
788178,high,pattern,9558762012946
241078,next,attention,4103395346284
88139,want,ok,7636927248114
273682,type,democratic,5399260497169
757449,image,audience,6210210232716
231504,clearly,arrive,9382665687692
394742,seek,east,4563180560971
179746,rich,likely,3731879046844
845421,dream,forward,6804342091498
289175,final,set,3887934769394
710208,choice,role,7785968026241
896814,share,order,3544887840745
997646,dinner,why,9179505557396
509569,pass,standard,3944389402557
581853,expect,provide,1095296938704
752360,street,ago,3167810351791
62461,voice,avoid,9782987472835
309616,who,effect,3744116473286
153793,trouble,structure,2376869284098
61632,feeling,college,8628631902897
992379,upon,there,1871595893461
221389,determine,stop,1618966434142
78194,particularly,respond,5861150870710
112513,current,new,4125336623075
13758,family,tend,7541993873615
384430,energy,street,1147933799752
396791,explain,shoulder,9606128350704
123874,such,watch,765793765238
927415,subject,push,9773132292455
716371,bank,design,74977993178
134085,price,deal,79229450923
76809,Democrat,though,4370874366506
195452,age,probably,3780551412001
264720,law,far,8497149890353
319717,brother,structure,3554796364201
693184,include,adult,8795848944574
248942,need,read,4678742693181
641062,special,first,1128359332783
342620,now,institution,6380179382034
468976,wall,like,3633869023991
678361,society,low,6080883451484
9718,friend,style,7838026683943
327942,research,beyond,7722271694449
542364,training,which,8099513552023
22636,alone,about,2307106140540
420716,after,manager,7183235326853
818943,west,smile,6413944123436
67111,himself,offer,2420191538547
202436,assume,good,6289941073140
551925,why,project,4147178425607
255856,claim,nation,7853478111797
146055,firm,thought,5707543729020
84677,window,foot,6269237178094
115731,return,able,3297147333538
649975,listen,stand,246111960094
264874,debate,than,7310182726907
237146,present,form,4066000753615
942747,pull,be,5662877221117
982947,last,sound,4625300237805
178501,point,care,8143733987467
298431,bag,for,6771171750813
673659,newspaper,others,5566155615999
109324,shoulder,to,2360618330394
260930,rise,heart,7275178862690
895910,measure,moment,7933161945157
568290,at,road,8933108159112
34817,writer,lead,6063899117891
786636,bed,south,3589382705835
428517,start,paper,544064925290
754292,lay,serious,2657193521182
800169,life,chance,7745580439069
910667,apply,newspaper,8163489009206
836427,parent,fire,8879641681996
142389,myself,will,9940370284532
451745,box,really,7124978961087
25192,girl,behavior,9813675271410
289160,community,left,785643875087
411394,nothing,doctor,1549768655730
888242,increase,enjoy,4512278903381
625271,recent,peace,8058242762158
210649,life,writer,1820242634034
863889,member,pretty,1301626496126
453619,person,rest,1809988631370
467065,goal,form,8039803551102
267883,huge,fund,3962462072314
907967,service,food,4631293219052
89075,also,consider,4484172652057
60975,three,wait,3632703834493
126324,character,wear,5602123330308
471158,campaign,kind,4599728871320
355954,eight,lose,3941384604646
753843,two,pass,4094743236008
746785,teach,bit,9019511480754
288181,whole,whose,201882169501
240718,officer,population,9681222037394
602206,risk,professor,7658555323016
906352,realize,together,7015847513719
304581,investment,marriage,202193462392
361959,represent,middle,9064928462768
75440,song,performance,4345706545240
391349,including,agent,9616615820501
952570,ball,short,7576855947779
721391,choice,result,3354537356502
480496,whose,direction,1764427058498
284605,sit,camera,9506649197132
498904,catch,impact,587844122849
716825,recently,father,5179417584063
473740,stop,painting,1623367712053
263421,democratic,admit,7770572347205
105293,share,not,2907285929985
13254,nothing,turn,4481580451792
951923,fight,among,3943799998510
202269,describe,president,918387698078
925562,rate,sign,9057888833428
773776,success,decide,1265770308710
188567,better,decision,1005545760671
583845,increase,action,4713908936236
76875,kid,item,4489897187202
574690,region,city,8576454835322
132302,reflect,personal,375065084150
766329,real,fear,184519402636
924037,approach,director,1870840023538
60752,news,financial,5247313853154
357476,majority,next,5472798955843
915125,kid,ball,328879691028
107602,above,medical,9647760782363
741316,of,stuff,8157127916085
251042,friend,window,1778287053625
843933,maybe,food,6930665637846
261804,difference,everybody,6229388199292
691014,skin,budget,128779313178
771853,figure,read,3416044486692
507296,base,grow,7555254694514
599160,book,recent,5143175700128
631598,lay,anyone,2368905514769
752847,sign,image,8821617464031
901183,attention,prepare,2586142299528
724611,trade,mouth,5383040786286
6589,hand,source,7998280892811
35785,affect,opportunity,6283690730496
384426,professional,here,1066553938480
747863,beat,page,6426958094929
635800,success,clearly,5938711492097
645952,standard,age,2268087507375
603497,check,open,8197345788381
130801,others,common,6836672181175
789536,beat,drive,4890386953332
449217,drug,far,2068408677017
952584,lawyer,finally,9835029839852
476811,serious,red,2779252078323
884556,administration,play,2860757846740
525449,whom,relationship,8051120881477
270861,involve,buy,8231676285143
989444,little,would,2785283800088
111837,out,age,787896007214
539683,see,early,9673710688335
605491,treatment,wall,8695943644914
467511,when,since,2219736932782
486988,system,face,2119480334821
976752,consider,area,9319633324222
320422,end,old,4627948076597
58332,data,rich,9993201334020
327843,prove,hot,3510967475894
64844,behavior,hot,7424286436532
255061,involve,position,7702549192718
671645,cause,meeting,4336524757426
640274,mother,maintain,9794958801052
252238,difference,green,8522934818138
433898,national,top,3671168023908
991231,admit,speak,8389565266662
900042,politics,skin,7891628291905
426078,adult,American,7757610667961
603029,so,anyone,1557387347457
861125,suggest,more,6976799679327
889084,as,more,9847783386399
677798,talk,and,5511293178467
793134,change,look,7161826468639
64170,property,economy,1883389334282
651910,morning,sea,8345889585635
236096,station,maintain,9020182457710
79553,for,to,1403938983785
812703,wife,arm,9303348965481
265458,red,contain,4612795278550
782629,television,mean,1747902633977
644626,both,man,5816259849959
501873,early,likely,5411008048575
41837,can,find,7718693844185
843000,past,nor,9831369872629
114808,call,tell,3183253482646
672818,important,pretty,7601951178817
79691,institution,usually,7389163653613
928512,out,because,9665870726108
396032,family,us,1427585566250
288795,now,sister,3242675832966
718309,policy,ready,7616063687155
532767,order,Congress,237295245210
584043,chair,student,7192515468008
565656,agree,police,1727441189448
436927,start,production,7477365522858
924045,special,manager,9074672014581
214092,whether,door,2992254572588
458547,enter,room,7014531297950
172486,concern,affect,8105129782696
38252,media,star,3858714249980
521030,off,project,1401924973776
563581,consider,raise,4500525394830
121112,business,member,5447667468059
227428,class,occur,1608994802072
840767,issue,experience,3030897187725
471662,head,source,5418008352370
203976,eat,reveal,620008183663
869391,group,heart,7871408391327
156746,understand,wish,4798343404029
159818,professional,to,1702121757333
761740,century,to,3194815207471
758257,former,generation,5420202340873
811863,item,speech,3668929489758
850847,something,local,8270508269832
684682,window,company,8891964419695
10868,follow,owner,6820255823474
148570,who,wish,7044477235088
571438,network,hope,1125760942685
410979,share,bank,1466404622671
531773,general,quickly,9102749229369
163249,get,miss,6114882631922
581077,get,range,9163372950595
3549,daughter,interview,7078784875601
250106,American,age,4691947048178
29539,friend,relate,8549362009815
398116,short,behavior,7185929140689
100797,yeah,stop,1441315844505
855826,recent,approach,5613867539310
477213,them,whether,8377596278397
122421,oil,main,1503941348015
696391,outside,song,9058914076486
413887,bad,peace,9592260809341
371925,again,list,1083212927118
531406,cut,politics,8293012693931
899189,card,network,3325663725578
420875,speak,above,2671990868711
675324,too,office,6254692714759
451647,item,hotel,7234014211335
815272,control,become,1994839015750
639680,minute,kitchen,403020510452
957216,grow,service,1672741371071
503812,only,help,3151342499097
423537,member,not,8483146083848
28174,less,increase,1128455352977
953404,ever,power,455075280786
110428,simple,yard,9926273804457
842517,thank,image,9817585682107
816781,message,deep,8236480350561
596363,piece,five,7399569862932
891151,if,firm,7975420877765
880118,such,television,9770820954794
81939,blue,pressure,1024512610145
449788,candidate,home,6608848942057
330214,often,hospital,6545529215236
475152,hear,population,2290494604637
775463,affect,at,3204508554538
989265,help,young,3325988271948
736970,challenge,sign,6400861478686
56586,ball,series,3210817527958
729361,happen,executive,6335105392896
456281,strategy,message,9922548261487
288437,never,fact,5202557674367
766839,identify,task,5824069469183
941803,guess,special,4879561502814
843972,hard,ball,5696938908565
679608,crime,purpose,4182471505779
77872,form,whether,4693102396450
19667,heavy,truth,60958062176
84598,so,cut,279828022517
301439,high,ten,3303409323719
52670,between,side,6353025723428
106730,fire,participant,9105478735760
870490,job,analysis,3683489598819
632268,market,wonder,2445617122860
251975,myself,senior,1689203379293
24803,audience,trial,42344928654
723746,gun,build,8433447659991
17042,much,school,5079417277960
266992,individual,develop,1579021866788
967993,draw,personal,893315511732
