desde,hasta,id_actividad_ext,Legajo,dedicación
1993-06-06,1999-11-30,84678125,1474305,6
2004-08-06,2012-11-26,32634454,38126717,36
2023-02-02,2024-03-27,32129080,57531852,6
1973-03-17,1978-10-29,38006677,28251836,2
1999-08-02,2020-11-13,37599538,48746799,14
1972-09-20,2024-03-08,74832647,59196602,36
2021-02-19,2022-11-15,23532096,94260954,12
1996-07-15,2018-02-21,37612773,72846869,37
2004-06-05,2009-10-01,94458512,80666918,21
2017-03-07,2019-03-26,60702449,11983412,1
1980-02-17,2017-03-13,76083844,15180389,4
2002-11-09,2003-09-27,1543331,31553758,31
2010-11-16,2023-07-22,83214059,25369574,5
1986-10-06,1999-03-31,23386941,54062765,13
2010-07-03,2014-02-28,16022308,52722801,23
2021-05-09,2021-07-14,89436562,18679370,28
2019-01-13,2020-08-15,42774200,67368953,10
1992-08-06,1996-12-31,48310120,72323501,25
1999-12-29,2018-11-14,66594647,82334983,32
2019-05-30,2021-05-20,82839018,22103397,30
1972-04-13,2013-04-02,7274139,11247888,37
2011-09-01,2012-01-16,63678021,63474949,23
2024-02-18,2024-06-20,455031,33612680,3
2017-01-20,2020-09-08,10323839,36174199,27
1981-06-23,2007-05-27,5071453,9183607,10
1981-03-29,2016-04-02,79748960,70886005,18
1992-01-08,1997-09-29,70418589,63699413,19
2019-04-20,2019-08-04,35739844,85079394,32
2008-11-10,2011-01-11,3141213,54787842,1
1980-08-01,2008-10-07,40862990,30437707,39
1970-11-23,1987-03-22,19297774,38277382,24
1994-04-22,2015-07-31,59344375,61838674,1
2006-12-02,2014-04-05,46460441,76007717,13
1975-10-01,1987-12-23,69391407,5483155,15
1975-02-12,2019-12-27,80790645,8187461,3
1989-02-07,1995-02-10,7043873,94543948,25
1987-01-19,2021-08-07,47649692,18664164,24
1976-09-21,2012-01-23,18118577,78895268,21
2012-04-21,2013-08-30,34323293,97986051,39
1974-01-17,2019-04-03,66122273,85197640,30
1997-09-02,2022-02-23,11772798,92416738,6
1971-02-11,2019-08-09,22084270,98651273,11
1986-09-19,2020-07-22,3225495,23651089,7
2001-09-27,2005-09-16,9172995,78056813,36
1986-11-18,1991-11-30,3405689,53166755,16
1982-10-11,2010-04-14,77554120,28700240,23
2000-10-03,2016-02-02,33768398,98816985,8
1989-02-05,2004-12-05,92517354,86145864,38
1979-08-22,2001-03-21,92142866,52965946,20
2006-07-05,2007-04-21,99191988,37241858,40
1984-04-30,1999-04-09,52988692,23833169,8
1999-03-10,2018-09-25,33594963,43837934,33
2021-07-25,2022-09-18,49091549,4494705,14
2012-09-17,2016-04-04,56963303,69318581,33
1991-06-23,1997-06-13,82002663,22804427,36
1970-07-10,2006-06-09,19197940,82979007,22
1971-04-03,1999-10-14,54457791,99737055,13
1985-06-12,2003-08-22,76524847,95528799,23
2007-11-30,2014-11-03,94855341,33801540,21
1974-10-08,2013-03-31,35566374,77251651,11
2020-03-17,2021-06-25,76071268,79294529,20
2022-08-01,2024-03-11,55009239,93327442,3
1983-03-18,1984-03-07,47103238,81842955,9
1973-10-28,1988-05-13,42810287,95630222,36
1983-06-22,1996-07-26,67855053,91425213,1
1995-07-23,2004-04-20,66082275,40071793,2
2015-03-10,2020-09-30,30070593,13766136,8
2020-08-29,2022-05-10,28950372,27531146,11
1985-08-14,2011-05-26,96260312,68507536,23
1995-05-11,2005-03-27,16577068,45955457,26
1977-08-16,2001-12-17,25558984,85670161,3
1973-11-17,2022-06-18,41466943,52815556,14
1972-04-30,1978-01-08,4673489,2666020,28
1977-11-25,2019-06-17,83098102,9118765,33
1996-04-04,2020-09-16,66140252,85395587,7
2021-06-05,2024-02-09,21313766,63393082,30
2017-10-13,2023-04-01,4957085,82457605,39
1998-12-03,2006-10-03,50688176,34163712,17
1976-12-06,2012-07-07,57488794,61642436,34
2008-06-18,2009-01-25,1007524,4374754,10
1984-08-02,2000-05-11,29869006,57722424,4
1986-02-12,2017-09-22,36265839,8654238,33
2011-05-23,2011-09-18,61154029,81507403,9
2005-11-23,2022-06-13,88773856,58025155,40
1996-07-17,2015-12-27,93213621,21174200,25
2002-09-06,2007-01-12,68928466,13931957,12
1991-01-31,2006-03-11,40327591,94780216,2
2011-04-01,2022-05-08,70664648,96880495,36
2006-02-25,2024-02-24,10591391,63186244,40
2004-11-15,2015-03-01,80499155,93495147,11
2018-06-15,2022-10-04,66456738,33490213,33
2016-11-17,2023-02-25,86480471,84190046,9
1992-06-08,2019-06-22,88710662,35550337,18
2020-07-14,2021-10-11,44002111,19110294,14
1987-03-03,2017-09-29,96662780,76484206,32
2004-09-20,2006-11-11,31300829,37774616,12
2023-09-16,2023-09-29,3410642,69101597,7
1977-03-27,2015-08-03,26537358,7417783,25
1977-08-07,1982-11-09,50652370,16079391,5
1986-03-03,1986-12-21,54271021,63355550,33
1970-10-26,1972-10-09,47268303,33234813,5
2021-10-07,2023-07-03,46325485,24372364,6
1985-08-30,1998-11-30,83573147,37925738,1
2004-12-09,2018-01-09,64558537,41447366,3
2021-09-26,2022-11-22,39930828,93650304,13
1978-12-30,1988-12-06,97470233,52598315,38
1995-12-12,2015-10-13,26905777,3420570,40
2015-10-13,2023-05-19,59835871,70790695,19
2010-11-09,2023-05-07,26823202,57253992,17
2018-02-15,2020-04-28,63876007,59981080,3
2006-08-08,2008-05-28,64297988,99965534,3
2000-08-01,2001-03-18,63366209,39930032,8
1998-05-19,2017-07-03,57422090,18173456,12
2011-09-18,2021-01-28,30720592,4151162,29
1982-04-27,2001-09-14,74633987,35646453,36
2024-05-26,2024-06-06,72161638,50624437,28
2003-07-01,2014-11-19,9012087,63464069,17
2013-02-09,2020-09-20,46800271,68873465,5
1984-03-17,2006-09-08,35566374,36458500,1
2020-03-11,2022-02-05,78921687,79046969,40
1990-04-19,2016-01-01,9802010,36128814,4
2006-11-10,2016-08-25,42606891,46019635,3
2003-02-20,2006-01-28,52237460,81896626,9
1991-07-12,2007-12-16,27124998,6825773,10
2020-06-02,2024-04-02,26471556,49949201,29
1974-11-08,2023-11-21,27073079,15762967,10
2000-09-28,2008-04-21,49795182,10142274,36
1979-05-31,2021-04-04,61127916,65883846,28
2021-12-07,2023-06-12,68645371,92125219,11
1990-02-05,2023-10-03,84726469,31762770,39
1997-08-22,1998-01-06,59344375,68476972,16
1989-02-28,2017-10-17,9642544,27137407,36
2010-01-18,2011-11-21,96583973,23671169,36
2022-02-15,2023-06-11,86158963,34302632,10
2020-09-03,2020-12-16,23513014,92788423,1
2015-12-31,2018-08-28,92205368,29840378,29
2024-03-28,2024-05-12,24797565,82614603,4
2017-03-22,2017-07-24,54904820,40299542,19
2011-07-28,2013-03-28,29490860,37361169,20
2000-04-29,2019-03-02,45781367,79439924,6
1990-11-13,2013-08-14,32867593,60562765,11
1975-09-19,1990-09-23,17028675,64469701,19
1979-02-10,2005-02-18,30247445,66557797,29
2022-12-31,2023-01-15,92302376,38496508,32
2002-10-24,2003-07-21,68601217,70099626,28
2014-09-13,2022-09-11,90030660,97019682,22
1995-05-04,2016-02-04,71657857,29952656,32
1972-07-27,2015-12-26,93586958,71703516,34
1985-05-30,2016-02-18,30664202,1803689,13
2001-06-12,2007-12-25,37128548,57894278,11
2000-07-24,2012-04-16,54679499,28793674,33
2005-10-11,2015-11-27,63871842,11958577,17
2003-10-26,2021-09-12,86064386,27851581,30
1977-09-16,2003-04-09,72287612,96008397,27
1974-02-05,2006-10-31,11254123,20580398,32
1991-03-20,2021-04-05,8455557,64655409,26
1984-11-11,2013-06-16,4691290,75094565,30
1996-07-11,2012-09-19,51224819,24923918,4
1981-10-11,2021-02-06,68953104,69411606,13
1995-02-22,1995-06-02,75734326,95099838,5
1992-09-22,2001-04-08,40838874,94688847,4
2010-11-24,2016-04-19,59348919,84495667,20
2005-10-22,2015-05-28,65210512,50022352,15
1974-11-02,2021-09-26,44605645,30992963,4
2023-08-17,2024-01-12,91874964,82855818,35
1990-06-11,2010-02-12,3096046,40538091,14
2021-10-04,2023-04-26,15063818,19657355,22
1997-10-14,2004-05-06,68841276,8849023,22
1993-04-12,1998-03-10,45096253,38232733,37
2009-10-11,2016-10-08,31483708,16133859,17
1992-09-30,2009-04-09,91905834,7043780,13
1995-09-17,2014-10-08,62826765,45226750,16
2023-02-16,2023-12-05,23123418,63520010,24
1998-04-07,2020-03-14,4708909,5899801,2
2015-01-06,2018-03-08,11727948,79845843,34
1991-03-31,2019-09-30,85354974,58644409,5
2018-07-26,2019-08-28,75409725,58548275,16
2005-08-18,2008-01-28,39928314,8613687,19
1976-04-24,2020-07-24,74718207,8057884,2
2010-03-17,2014-09-08,38412273,54658151,5
1987-09-30,2004-07-16,74189336,56363220,16
1975-11-20,2016-03-06,66583110,56602544,28
2006-06-17,2024-01-01,75211997,19961126,2
2019-11-19,2024-03-06,14114166,67697915,1
2007-07-07,2012-01-27,71563368,41359736,16
2021-12-22,2023-01-11,25543927,52106420,31
2019-05-28,2022-04-14,91247825,46705439,24
1973-02-14,1976-08-08,21695810,91951786,40
1973-07-21,2024-02-14,12277847,2567445,30
2004-10-22,2012-07-05,10386939,23752327,25
1996-08-26,2004-03-01,51454490,41055402,20
1992-02-16,2014-03-05,15924588,90555268,32
1986-02-27,2017-12-02,24770060,48252887,14
2017-04-21,2017-04-30,66473673,34670089,23
1986-06-19,1987-12-05,17486521,25799088,8
2014-10-01,2020-05-30,58576725,88517677,4
2019-06-21,2022-04-10,42748810,95263695,34
2005-03-25,2020-11-13,42650530,2598929,8
1972-09-15,1981-10-24,84248199,52240774,12
2015-01-23,2016-04-08,62982489,82281413,4
2006-10-22,2015-08-01,92383382,20941036,34
2021-01-02,2024-02-16,59702163,60953719,38
2014-04-18,2022-01-11,93006819,48272301,27
1986-08-22,2023-11-24,21658928,23440247,15
1976-04-01,1997-10-10,21608749,43762349,11
1975-01-17,1992-09-29,8239847,57054783,31
2001-03-05,2008-02-26,3439483,78488425,31
2000-07-25,2022-12-01,33636915,6034897,4
1997-10-26,2017-02-27,24167434,59482013,28
1970-08-09,1974-03-26,90326397,75497262,16
1994-02-20,2016-07-02,38371837,31373047,13
2009-08-04,2017-05-30,35916250,62409994,29
2016-02-22,2017-03-19,45788989,25757994,35
2002-06-24,2012-06-29,33086391,74233879,33
2005-04-22,2012-07-15,18884076,31816577,32
2005-06-28,2016-02-11,79961061,95087440,11
2004-05-16,2010-01-05,39197259,23165478,10
1994-09-03,2019-05-25,39592957,63118525,7
1970-08-10,2002-07-25,28279394,77167309,17
1986-03-22,2002-07-19,46807517,35018955,33
1993-10-06,2003-05-11,89829625,8879422,16
1977-11-06,1988-09-15,33367458,1280888,24
2018-10-12,2019-05-06,35629005,92420047,26
2003-10-03,2024-03-25,99756570,68883096,6
2002-05-23,2005-03-28,2907933,20071571,8
1998-10-31,2020-04-18,89864793,6467273,12
1980-10-29,1984-01-07,15429420,97204888,9
1981-12-04,2008-10-01,21119884,51490033,27
1994-07-29,1998-04-11,39622842,3654395,3
2003-05-10,2005-06-12,6489589,70588944,29
1988-12-27,2007-05-14,5296296,56279038,23
1970-05-07,2009-05-26,28894265,265511,39
2019-06-21,2019-06-28,37109906,59192511,9
1999-07-31,2014-08-29,93838561,83126750,34
1975-08-30,1982-02-01,44248963,50920383,22
1977-02-19,1990-10-22,55561566,83546054,39
1973-01-20,2001-08-14,29440529,25757994,13
2008-05-16,2013-07-07,36284431,32332723,28
2006-08-23,2023-07-14,76276725,5927131,29
1976-09-22,1997-05-11,9689096,57701142,34
1996-07-12,2016-04-08,84219366,48368095,6
2017-01-03,2020-02-11,67227237,43765004,32
2009-05-28,2018-01-21,99024518,17423394,40
1972-10-16,1974-07-20,3085675,78815227,19
2020-04-03,2020-09-04,59604606,85953932,35
1973-08-02,2013-01-03,20675233,52069170,40
1972-05-11,1984-03-24,560954,73467454,25
2011-02-24,2018-04-15,46474644,83740878,22
2019-07-25,2019-12-18,8185249,8004529,6
1970-08-14,2001-05-17,52295864,52782646,30
1997-04-09,2007-12-17,54489614,32570647,39
1976-02-10,2010-02-10,46937935,4239329,17
2017-06-23,2023-05-18,89177247,95266745,31
1981-05-21,2021-01-29,9522562,7555600,33
1981-03-05,2023-09-14,88514371,8447739,19
2022-07-19,2023-01-18,80415248,42143450,35
2020-04-24,2021-11-24,9296820,81256698,36
1999-06-10,2024-01-09,49184685,76854957,19
1983-07-24,2000-09-28,27923698,62585823,3
1978-09-28,1989-09-05,17807585,76595096,19
2024-01-30,2024-04-04,11257918,52020786,33
1999-07-10,2005-01-15,77307319,37824478,38
1976-04-09,2014-01-28,80986021,61728743,14
1975-12-10,1991-06-27,9137027,71034094,14
1985-09-12,2009-02-09,39006859,14953879,12
1971-04-29,2007-03-04,445900,99093265,4
2021-05-29,2024-01-28,75351845,90188077,36
2004-01-04,2017-01-29,92429090,12771113,19
1994-07-25,2024-05-27,23429246,16385272,33
2019-04-16,2021-02-20,2569623,87082473,40
2017-04-27,2019-04-26,49303219,49872609,36
1998-11-15,2022-03-13,6489589,76484968,19
1980-03-22,1993-06-10,50967284,32942565,37
2008-09-28,2015-06-14,82463631,61179584,37
2016-11-14,2021-10-01,12746896,63042577,39
2005-09-09,2006-04-20,27723216,79227419,22
1990-03-17,2015-09-03,90259870,48275552,27
1980-01-18,2000-01-29,65270732,55927558,23
2021-02-27,2023-01-14,50175821,72538495,31
1977-08-14,1987-01-26,84266931,29135499,6
1988-04-11,1993-07-03,76562744,26295243,14
2023-03-26,2024-04-16,73079186,57611218,17
2002-03-22,2017-03-25,41684527,9037636,27
1989-12-10,2010-04-17,79279479,47307422,17
1975-07-13,2015-01-27,61152606,7293901,36
2009-04-09,2019-10-18,88919821,86157184,34
2019-12-03,2023-11-10,19870837,43066475,34
1975-08-01,1993-02-24,61537177,79833964,38
1976-02-26,2010-05-28,14266742,75176998,20
1976-09-23,2017-12-02,12034575,90403857,16
2009-08-23,2018-03-28,95250392,19605554,20
1989-10-13,2006-04-02,55059906,51730632,9
2007-03-29,2013-04-07,76906749,20626625,6
1979-10-20,2005-12-28,75346970,60907607,18
2018-03-10,2018-11-13,15263526,99501777,11
1989-11-11,2014-12-09,23158503,71061338,16
2015-08-04,2018-09-02,51416394,87778229,5
2004-05-25,2017-09-14,32761379,49566944,25
1999-05-19,2007-06-19,19116073,22166070,37
1976-07-19,1996-02-07,34980614,62097459,31
2015-10-29,2017-07-13,79766086,3736981,38
1971-02-06,2013-06-01,98460157,31832905,5
2006-12-16,2009-04-01,69468262,22383587,20
1998-05-25,2024-06-28,90097680,35279731,10
1981-01-23,2016-06-23,41229905,85086251,14
2014-12-01,2021-03-17,84499268,51794456,28
2019-02-08,2022-06-09,90712050,70313575,18
1984-08-10,2019-09-19,50660637,61536200,9
1984-05-20,2009-12-04,57948305,38335022,38
2010-05-29,2020-12-21,75225606,59088151,37
2005-05-17,2010-09-12,70744937,69061062,27
1999-08-23,2007-12-28,37814076,49700591,19
2015-11-17,2022-12-12,52284472,29694142,25
1972-09-08,1999-07-15,42030107,35493609,24
2013-09-10,2021-02-26,89864793,26407922,36
2022-08-26,2023-02-12,84424362,20550487,34
2017-12-01,2019-12-31,37934406,70955038,20
2004-08-14,2012-05-24,48085292,59821590,29
1977-04-11,1991-06-09,87096497,85258028,9
1990-03-07,2018-06-22,47148185,45785424,40
1992-06-29,2009-06-09,25076479,53579148,10
2002-08-31,2022-02-05,26871108,22188555,11
2018-03-15,2018-08-03,23123418,14816928,38
2021-12-27,2022-06-07,73128754,33936452,21
1984-01-11,2008-04-10,26855012,79145010,10
1972-04-05,2012-03-18,26496016,57936630,18
2002-07-31,2014-10-16,66289367,80058087,15
2010-09-10,2020-05-02,23167680,69347373,8
1977-07-14,2005-10-08,85054879,58513599,18
1981-03-27,2016-03-17,95128668,80878609,22
2017-03-13,2019-10-01,68919689,72571894,4
2008-09-18,2021-10-11,3673386,47417563,25
2003-01-06,2012-02-25,63575409,33216456,25
1983-02-03,2020-07-27,16204869,69741063,10
2009-04-18,2011-09-20,22417154,94408609,1
1979-12-16,2002-02-27,88661205,78696243,18
2004-08-21,2009-05-25,18181944,21126652,12
2008-11-06,2016-01-22,47284872,42426967,3
1976-02-22,2018-02-15,45249277,26816326,9
1976-07-17,2023-12-20,41776828,97707659,14
1999-08-20,2000-01-01,18451004,84691857,17
1997-01-05,2008-10-31,61569838,99057309,2
1970-11-07,2012-12-22,52823976,25294967,24
2016-04-26,2018-12-18,15727316,90566170,35
2015-02-19,2024-05-13,97322539,37748089,2
1986-07-06,2000-12-21,32963272,12264011,40
2012-02-08,2019-03-03,12873667,74849486,8
1971-09-16,1972-03-28,80891017,65481467,29
1988-10-14,2024-05-12,23785000,27062814,31
2023-06-19,2023-12-20,48238367,87794761,34
2012-03-10,2021-05-28,74710298,86576691,24
2010-05-03,2023-05-16,88172028,58505086,36
1987-02-28,1996-12-03,86155023,65948798,28
2001-08-18,2004-03-02,99368000,65197899,25
2023-07-28,2024-02-24,8461753,42598229,9
1990-03-02,1991-02-06,34719623,88733023,13
1982-02-06,2011-05-04,52692332,84575452,21
1979-04-15,2020-12-21,455031,41356587,4
1996-07-04,2018-11-29,84036853,63095694,7
1979-09-07,2021-09-13,35328583,65830541,10
1995-06-21,2016-01-26,12397311,16247158,19
1999-08-15,2019-04-30,31214177,43450503,17
1981-01-27,2006-10-29,33090581,22595561,13
1988-10-05,2018-11-27,49344800,11938168,33
2020-07-29,2024-03-24,81457399,68021194,6
2023-05-13,2024-05-09,29656586,67421591,14
1985-01-09,1986-07-04,15422932,77662100,2
2002-08-26,2013-11-18,37051512,20515714,17
1995-05-28,2000-04-07,59211707,51832509,34
1980-01-15,1981-05-04,84785857,1179804,12
2023-03-09,2023-05-06,54930772,71409387,22
2007-03-19,2017-11-06,11434975,11384727,25
2022-06-24,2022-09-30,11585955,72313069,32
1993-07-07,2022-08-05,19417320,82272909,6
1975-10-05,2007-12-10,29690656,83403157,33
2016-11-15,2022-10-09,74299630,8414962,19
1976-11-16,2009-12-31,67723927,93019037,6
1971-12-23,2017-02-28,65324451,4216938,33
1997-05-14,2001-05-01,32323392,76954824,8
2023-10-04,2024-04-16,88661205,7526305,3
1995-06-08,2007-08-22,93314823,16567425,10
2015-01-31,2017-11-27,3340261,34949712,2
2006-08-31,2013-05-31,57078364,21193074,30
2023-05-13,2023-09-26,3106926,75562266,25
1978-05-23,2001-09-25,47383653,34407828,21
1989-04-22,2009-08-01,7825964,80455502,10
1984-08-03,1990-12-03,36345132,77483490,9
1981-09-21,1993-12-21,73186610,50290238,38
1973-03-03,1997-05-20,75644539,39137190,22
2014-02-06,2018-05-23,51723894,90864481,16
2002-06-12,2017-12-09,77490582,72049193,9
1973-09-26,2007-10-04,17074512,10928633,23
2007-01-13,2015-11-26,80359557,17460370,24
1978-06-22,1992-04-12,18828786,9520936,8
2000-04-06,2019-02-03,22970206,11243464,33
2011-02-20,2019-03-10,37441849,68006678,18
2024-04-29,2024-05-24,48399923,89378589,13
2004-01-02,2007-03-19,95074332,78223821,19
1973-07-29,1990-10-11,7194352,47251005,20
1993-12-17,2018-01-08,64922369,95658736,34
2022-05-04,2023-05-17,61705805,15025447,12
2019-07-27,2022-12-16,70679617,51237061,2
2018-09-11,2023-05-12,34195996,36449056,18
1979-06-07,2018-12-28,34342080,64552308,1
2018-12-19,2020-10-05,19574461,22452716,34
1995-08-15,2016-10-25,44697658,77121075,19
2014-03-24,2020-09-18,25483139,78484104,3
1990-01-09,1992-11-07,41465059,44926851,32
2016-12-05,2022-02-07,5015619,57988349,14
2019-12-30,2020-09-11,35410037,4108376,6
1973-10-23,1989-02-28,94559098,94188856,2
1972-10-23,2014-07-31,7110971,21174218,1
1993-10-23,1993-10-31,41627611,29004441,17
2006-11-22,2020-10-15,67149190,46286530,18
2022-04-13,2022-07-05,37128310,41307280,31
1987-06-14,2023-11-12,86442035,5630711,13
2004-06-24,2007-07-17,10041010,84468066,30
2011-06-03,2021-08-17,33190565,62960948,40
2006-03-27,2017-07-30,25312479,11353673,6
2022-08-27,2023-01-19,95269010,65703182,29
2007-12-23,2022-11-13,10327563,76213247,25
2008-11-18,2015-08-09,70251042,66821608,25
2000-08-11,2004-11-28,40062352,11746525,16
2012-09-18,2024-05-05,11919943,46464382,6
1983-10-29,2006-05-17,83136701,47968286,36
1998-11-29,2005-01-04,12804118,57109506,1
2006-03-13,2007-01-18,5030646,42835908,6
2004-05-17,2015-06-17,40862990,57419559,35
1981-07-06,1988-12-24,84209504,19843415,1
1989-04-17,2009-06-10,58708884,19138533,8
2018-12-01,2019-08-06,75351845,16654259,35
1979-09-15,2018-07-16,95298790,71712497,35
2022-04-07,2023-07-11,5465895,23691023,21
2022-07-08,2023-12-10,22258099,77014378,18
2021-10-26,2022-06-21,57335724,1282591,14
1992-06-13,2016-07-23,80646313,43429369,37
2002-04-09,2010-10-09,3315487,98028217,11
1982-04-06,2002-04-19,21423842,63901536,28
2014-11-15,2020-02-05,22742644,36216351,16
1991-03-13,1992-04-25,57704745,12801215,30
1987-10-12,1988-11-08,57500559,95893412,23
1985-01-01,1992-06-26,66306767,34767328,23
2008-12-06,2018-10-17,94639870,43362237,40
1991-12-17,2000-12-31,65055107,52196002,5
2008-04-24,2008-05-09,31471662,48251412,25
2016-01-23,2018-07-07,60213423,87935612,37
2009-02-16,2010-08-15,48731392,89800751,22
1977-03-18,2020-04-09,53705301,7468716,3
1986-08-06,2014-12-21,77481011,31591244,24
1978-02-18,1983-01-03,34626018,44767395,36
1997-04-27,2001-08-13,57823447,3362825,14
2020-01-21,2020-06-20,59469415,35322333,17
1989-01-23,2013-06-29,95219326,28070354,38
1971-10-12,1997-07-12,99941269,62239275,21
2005-10-26,2020-07-24,98039946,36998843,11
1975-05-17,2006-01-14,71252364,29153762,20
1974-09-21,2017-11-05,21436005,66870876,4
1985-10-19,2000-04-07,48043512,90576483,28
2009-08-03,2023-02-11,21829092,47650534,31
2021-09-04,2023-09-26,38417766,95511018,26
1979-02-06,1980-02-26,59183139,22891572,10
2022-06-20,2022-07-03,39075691,56046341,6
2024-06-23,2024-06-25,50890409,57831426,16
1992-12-08,2021-02-03,28816773,25485815,15
2014-03-10,2016-09-28,66550946,41982424,8
2011-05-23,2020-02-27,24709737,69442770,7
1971-07-22,2021-09-17,58062486,67312562,35
2019-10-01,2022-09-22,63381215,55539951,38
2014-06-21,2015-03-23,75427769,65142067,1
1984-02-20,1997-11-30,23246085,57772321,7
2021-08-08,2021-12-27,77624745,12250109,1
2019-12-10,2022-07-15,2609031,6678419,2
1977-09-17,2005-02-03,53156371,39877650,28
2018-12-31,2019-05-21,74914598,95791750,36
1980-06-09,2012-09-23,45032341,65899503,36
2008-08-27,2015-04-20,82852855,24616350,26
2022-09-07,2024-06-13,28595517,27262187,4
1974-05-06,2018-01-09,32227152,12662522,14
1985-03-09,2008-02-20,6058504,96586280,6
2020-07-14,2024-01-06,27190220,16511274,25
2011-10-13,2012-10-06,36243381,18495991,1
1994-02-24,1997-12-30,90916295,74220284,37
2019-10-22,2023-06-15,29248685,23346077,5
1985-07-24,1998-04-28,31665948,41613327,3
2015-12-28,2019-08-03,99703320,18238157,30
1978-05-30,2005-11-29,7513874,46286391,29
1997-06-15,2015-04-09,42548017,69728922,21
2016-02-07,2019-08-27,63052938,24003295,34
2016-05-08,2020-06-01,6350020,69422485,13
1992-04-18,2008-12-18,37683219,88720553,39
1995-08-13,2004-11-30,62613979,39618017,11
1977-12-04,1980-08-16,25496010,43288261,30
1970-05-13,2022-08-17,36974628,63324154,7
1981-08-06,1989-09-11,24652586,10488222,36
1972-06-28,2006-05-18,17057631,24310325,9
1997-07-15,2015-12-24,18213972,92196018,23
1982-04-23,1996-11-08,58992927,85744281,28
1971-03-01,1992-01-02,58690064,926420,31
1988-12-07,1998-09-08,72148147,72607321,20
1997-04-02,2005-06-10,88666620,18806184,16
2014-11-23,2022-08-06,9258034,59075864,18
2004-10-06,2020-02-04,96054800,79326437,39
2019-12-17,2024-06-15,26955752,70344272,1
2002-11-02,2016-03-19,55018697,2303522,20
1980-12-19,1981-08-03,7020048,61122865,18
1982-05-30,2003-03-26,81756113,18871791,26
2014-04-17,2020-10-05,28268999,24219206,35
2006-10-14,2022-09-17,96874527,67347076,11
1981-08-23,2022-10-01,68578180,25393377,3
1993-12-17,2023-07-15,2421596,63248742,13
1997-06-25,2008-05-13,85292979,59023647,28
1992-08-19,2019-03-03,8524511,65936278,14
1979-01-24,1996-08-20,50323499,20018114,3
2012-09-08,2015-01-12,95046981,73919561,32
2004-09-05,2007-06-05,55364018,73074603,24
1984-02-21,1998-06-10,98769047,48757129,26
2022-11-02,2022-12-08,57712545,45390846,9
2013-02-27,2015-02-03,94356293,81281517,40
1973-08-25,2001-06-25,69112704,95199737,20
1974-07-11,2004-11-28,17034840,77424421,31
2009-07-27,2024-04-26,87660935,61359721,29
1982-05-02,2006-04-18,25120215,19732936,28
1988-03-25,2013-03-15,19200881,73952264,3
2024-04-04,2024-04-26,12878124,99886504,9
1976-02-01,1984-08-13,481897,27758852,14
1996-11-11,2017-12-21,32463914,73099769,27
1983-04-05,1985-12-25,64028102,53446819,16
2011-06-22,2019-04-27,10846389,89564967,3
2023-11-24,2024-01-10,17971613,32975993,14
1997-01-11,2019-06-19,87443327,17880471,2
2016-06-17,2017-03-27,51078615,19253991,17
2009-05-03,2019-02-12,48216515,16595942,8
1999-07-01,2018-10-23,13714810,27018796,20
1978-03-18,1986-05-07,84902633,97737753,30
1983-03-04,1996-02-10,17539633,33320776,14
2017-10-28,2018-11-18,57374856,87427382,5
1990-04-26,2015-09-11,55935236,22752663,25
1972-03-15,2015-01-28,62336201,43474835,32
1986-08-08,2015-02-16,65296499,2438465,38
2008-02-26,2024-03-14,4169932,73679980,17
1983-08-18,2004-06-14,15445208,48785532,10
2011-08-16,2015-07-17,86779541,74276392,31
1973-08-11,2019-08-26,61815423,81817387,19
1985-05-28,2005-02-03,94929994,72577034,37
1989-06-10,2016-01-01,58346013,99031233,1
1970-09-03,1984-04-09,20137201,60845763,4
1982-01-10,2018-10-30,20745357,83698961,35
1992-07-29,2004-10-15,57802108,33351310,4
2022-09-18,2023-07-05,65829481,61852941,16
1985-05-05,2022-09-24,69616278,42569258,27
1976-01-17,2013-04-28,69458460,20379235,35
1979-05-26,2022-02-16,23836804,16472001,37
2008-10-21,2020-06-23,25672609,27676260,2
1999-07-22,2003-05-25,92898062,60443575,27
1981-05-11,1999-03-31,264568,44026752,11
1995-03-12,2020-03-18,40092060,75417441,2
1984-08-17,1990-09-10,79332321,60277137,13
1984-11-03,1996-07-03,97877669,58019540,1
2024-03-12,2024-05-18,83343052,40458467,37
2002-06-26,2006-05-30,32601346,72531299,27
1977-10-08,1986-05-21,94369869,93371824,25
1985-09-22,2020-10-13,85953722,76679238,22
2011-05-07,2019-02-08,17541222,83639073,23
1970-05-25,2000-07-31,93067661,47051906,13
1984-07-24,2009-09-01,31300829,34714795,2
2017-12-27,2023-11-07,7713849,33007385,9
1990-04-06,2011-09-17,22649831,23153187,3
2013-08-31,2014-07-04,93064072,7666126,23
1983-12-21,2004-05-21,98200809,82602795,13
2009-05-26,2010-01-28,98009557,16641461,2
2015-03-25,2016-08-12,60465089,78949805,7
2022-11-16,2023-01-06,14301063,1672280,33
1978-08-19,2006-06-21,30972196,19794141,9
2023-07-24,2023-07-30,44952150,28277,16
1987-03-03,2008-02-04,93094522,54007122,23
2008-05-08,2020-09-20,66531271,18946852,39
2017-01-14,2018-08-17,2721642,78120807,11
2016-07-25,2017-03-26,33695295,30477303,21
1973-03-17,2020-02-18,5981468,71643518,22
1984-04-17,2005-04-20,6014506,97460449,27
1972-07-29,1986-06-11,9449086,37385519,13
1986-09-16,1986-12-01,77037976,21727479,28
