idtitulo,nivel,nombre
37328,ready,where
40984,professional,remain
93760,wind,phone
91202,yourself,cold
75833,thought,face
28174,never,goal
46571,Republican,save
7126,family,side
79333,appear,chair
65764,budget,recent
93540,hotel,see
3503,have,partner
12072,position,two
95832,situation,cell
96312,majority,according
48168,mouth,process
72107,its,idea
40571,college,across
98144,garden,side
80420,agreement,unit
13907,keep,travel
60719,black,painting
8267,apply,letter
36314,hair,imagine
41735,close,natural
18150,country,later
75773,their,certainly
12231,reason,down
86101,thought,very
82716,action,early
15528,read,enough
3706,beat,plan
36930,key,responsibility
43377,now,everybody
5219,together,trouble
37560,turn,career
65369,position,American
2381,there,or
9011,allow,magazine
20768,course,federal
88425,maybe,plan
93611,sign,every
59940,unit,plant
3939,your,magazine
4267,deep,rich
51320,just,development
88754,training,anyone
96907,fly,degree
31433,democratic,sport
94338,clear,car
47180,simple,station
57870,second,large
55808,occur,occur
45300,concern,themselves
43066,final,development
36669,quickly,medical
67281,mention,would
50292,it,nor
99017,often,understand
33534,pull,enter
48108,account,hope
64873,conference,eat
99230,finally,eight
93306,energy,ok
82385,campaign,care
78504,half,know
23220,yeah,interview
91468,writer,us
38025,during,share
86784,type,generation
20682,bring,lead
46223,low,pretty
61222,issue,your
86340,resource,key
19343,already,administration
79448,unit,force
95048,thousand,door
75454,green,part
10406,only,music
17868,miss,artist
99132,think,system
77805,tax,prepare
64400,natural,born
51352,family,civil
30259,Congress,policy
48703,generation,hospital
98214,off,listen
79825,cut,citizen
26389,draw,specific
64810,every,painting
6819,citizen,town
3223,news,will
68486,speech,expert
22645,serve,tax
38717,else,record
49839,remain,specific
92930,blood,baby
7040,major,surface
52081,evening,trip
969,son,wrong
36160,wonder,time
92282,exactly,yet
76629,much,site
40472,black,safe
83423,director,southern
5807,senior,technology
20124,want,to
63032,born,development
82520,budget,response
59134,about,more
10339,tend,develop
89056,beautiful,prove
54343,democratic,future
96380,benefit,provide
93137,social,middle
63065,minute,give
2144,represent,town
47408,drop,nor
19265,firm,process
58554,ago,despite
83390,also,bring
86466,conference,but
95135,seat,camera
61349,business,step
38312,guess,already
46729,particular,single
60029,lot,responsibility
76540,wait,attention
6428,offer,senior
84735,away,power
58705,story,draw
3650,month,into
68314,amount,main
28737,world,process
46988,pay,TV
58727,leg,our
48807,sea,yet
57418,reason,article
18927,someone,interest
8344,their,weight
62887,sell,when
65546,back,ever
41954,bag,data
59330,else,baby
8762,trouble,whatever
52485,sign,certainly
29489,itself,well
31748,station,discover
95121,interest,Mr
89787,left,go
10952,money,section
83686,place,agent
45394,contain,start
62591,strategy,American
66119,if,better
61133,since,big
49969,meeting,per
25773,firm,system
82058,that,good
76201,agent,seek
84008,team,early
28353,government,business
28775,can,serious
22781,husband,miss
11590,on,describe
36148,artist,manage
67561,network,step
9037,crime,factor
19250,expect,day
45990,leg,never
13714,onto,beyond
38728,television,color
28614,billion,truth
90721,bed,pass
88808,capital,event
95955,itself,thing
21630,really,really
60808,into,camera
38488,ok,war
79496,inside,bill
15278,around,also
33940,force,best
32598,result,participant
77462,which,position
39293,name,each
5441,house,agreement
70536,health,partner
32586,growth,pass
53411,military,area
39197,image,detail
30737,those,education
42771,alone,build
77469,very,wide
67524,interest,store
457,deal,month
90426,mouth,bed
21508,yourself,understand
82672,talk,ago
95851,tax,cold
32066,foot,firm
10194,treatment,hard
65344,class,religious
31524,people,station
70467,control,attention
53477,take,spring
95175,later,throw
7088,dog,already
61972,imagine,may
77095,manage,with
47873,song,American
64386,onto,play
9470,natural,many
43284,letter,paper
44138,must,describe
67978,treatment,education
79553,threat,those
59514,agency,join
55712,weight,according
3862,price,despite
7797,should,soon
15898,enjoy,individual
84826,finish,camera
70038,remain,drive
77060,offer,current
51083,enter,control
52549,someone,enter
5733,western,identify
77673,letter,network
3746,lose,occur
74590,there,kid
28244,age,fall
76139,happy,scientist
4119,type,reflect
29834,camera,hour
72468,discuss,defense
79196,soldier,contain
92890,bed,store
9070,left,within
97897,question,huge
8098,left,law
51780,truth,our
80330,lot,itself
25003,big,affect
76265,laugh,technology
59439,weight,walk
81538,student,budget
97566,result,guess
45448,the,will
30705,while,various
28386,outside,should
76444,then,around
45750,leader,sister
87612,network,attack
13148,arm,purpose
71396,increase,check
24095,she,would
74681,sell,environmental
64723,least,hold
63131,kitchen,entire
88554,our,note
21348,phone,war
6139,each,new
76336,ok,Congress
14021,fight,ready
39950,deal,risk
66640,less,recent
18288,budget,evidence
86332,arrive,game
22319,research,accept
60662,stop,bring
24657,old,time
57361,than,really
1150,road,put
62883,officer,develop
74019,nearly,own
26062,doctor,under
58560,American,policy
12329,partner,writer
37205,sense,quality
38336,improve,stay
36486,although,population
75418,myself,pressure
50669,population,enough
45219,region,make
86086,rule,ten
38209,card,opportunity
68585,present,especially
80185,majority,yes
66186,some,night
54721,contain,kind
10511,mission,environmental
39201,outside,he
75102,effort,culture
50972,read,national
59173,speak,week
58587,federal,until
33400,nearly,right
48124,wrong,big
1922,why,hear
28119,language,art
3553,base,would
26857,degree,avoid
7360,pattern,service
58585,easy,street
45955,decide,necessary
86521,simple,century
82049,because,record
39365,network,experience
88130,big,major
78367,likely,dark
1041,impact,drive
93853,son,usually
93736,parent,economy
33512,girl,in
20172,happen,executive
21230,far,be
35883,probably,simply
65959,very,campaign
42533,inside,local
62994,free,strong
16034,accept,blue
87771,I,news
52330,final,world
49575,will,defense
48459,accept,and
25308,study,morning
95159,race,reach
77928,artist,dream
30900,main,hundred
48323,require,size
63612,the,upon
61844,certainly,nothing
18003,short,voice
41258,whom,property
76280,decision,decide
3588,painting,traditional
34414,yet,far
33685,son,decade
59768,again,recently
7473,why,bag
68857,science,huge
27534,between,environmental
32990,big,around
87109,support,marriage
38135,lay,opportunity
21817,response,per
94401,whose,meet
33890,respond,national
18200,just,city
96790,magazine,somebody
81473,rate,main
73408,although,couple
89275,owner,too
44434,pretty,need
11475,factor,memory
53017,matter,special
26427,number,campaign
11095,collection,we
48823,interview,third
91689,bad,themselves
41054,these,worker
36564,truth,forward
61337,eight,travel
44804,agreement,practice
50757,single,great
32438,want,security
94443,clearly,pick
34760,particular,over
32306,loss,final
56960,staff,story
63175,husband,general
39252,plan,modern
45049,near,step
21921,choice,affect
89388,save,class
74030,employee,however
92586,power,no
48893,money,of
64266,ever,grow
95761,concern,head
87937,rather,American
59844,contain,trouble
41131,debate,pay
34648,science,always
21403,others,she
47583,cost,idea
7894,recognize,attack
3626,not,better
9778,everyone,try
70882,believe,station
16682,expert,food
68764,yeah,population
5391,voice,safe
29402,worker,local
47179,eat,star
91365,open,let
41575,Republican,suggest
93904,physical,story
175,hair,world
82899,sort,chair
96508,nature,almost
55284,them,miss
70319,fire,hit
60184,possible,part
7468,first,quickly
61194,book,office
29663,manager,road
55524,happen,thought
30741,manager,trade
87877,yeah,discussion
14020,receive,issue
52516,win,bed
98963,address,long
59465,traditional,bag
43749,hotel,play
7733,speech,education
83068,poor,collection
36352,although,market
5248,ask,cost
61351,unit,realize
59575,finish,green
58315,health,best
27677,old,the
47967,agree,let
50831,often,hundred
81694,door,person
21611,pass,north
51692,new,doctor
81583,either,marriage
43509,suddenly,sport
64161,effort,measure
21078,window,tell
31473,news,data
68970,theory,red
8051,difference,indicate
70575,here,country
40176,part,pressure
68169,kind,easy
57818,suddenly,speech
82326,staff,left
30987,development,cup
34580,age,develop
64194,than,throw
66973,behavior,wrong
37465,group,within
824,they,decision
45436,return,oil
11312,pattern,last
42320,serious,mouth
78651,cover,personal
92917,single,like
1545,possible,animal
62537,will,letter
97133,care,alone
48950,effort,agree
27908,pressure,surface
97903,yard,turn
73027,our,rest
21900,four,south
52777,method,prevent
53205,share,remain
9675,two,civil
62073,later,project
53275,future,record
44638,game,factor
88675,site,almost
98629,available,during
55580,light,give
23882,themselves,side
71316,discussion,six
79712,talk,bring
50234,wall,throw
20592,us,garden
15017,fight,term
75121,bill,her
64846,anything,build
94837,rich,describe
18627,from,nearly
75107,visit,lead
45567,debate,task
6782,economy,best
39000,itself,party
78661,the,fall
65900,per,could
63583,attorney,finally
21907,next,money
59847,goal,hold
29159,quite,most
34551,talk,face
18488,card,admit
59618,yes,however
36220,still,never
63871,center,begin
7474,third,meeting
16657,expert,cost
14201,rich,nature
65330,high,cup
36959,ok,stuff
3638,may,address
1382,health,huge
37810,place,than
54093,research,energy
77457,certain,whose
89780,understand,soldier
32434,most,I
77772,hour,perform
57663,over,for
42356,listen,administration
96150,evening,summer
86812,news,think
39346,approach,marriage
41727,game,stuff
68006,big,friend
38669,out,air
64192,drop,represent
20370,piece,kind
67606,hundred,boy
10423,star,ground
68390,service,glass
34316,official,design
8747,sometimes,Mr
51187,lawyer,attention
79256,great,Mrs
69235,recent,Republican
35709,ready,environment
74362,fill,senior
91514,about,doctor
90153,instead,specific
77105,bad,stock
948,agency,pattern
29627,wait,new
64500,skill,just
83796,ago,government
43750,reveal,foreign
25443,she,stuff
16577,recognize,available
43886,here,much
85253,cost,raise
44532,wish,share
4984,order,out
57104,purpose,pick
70948,a,article
56389,push,less
29258,word,young
3733,development,thank
74228,continue,ten
44155,system,common
95721,grow,policy
36642,not,with
47683,gas,customer
93394,nearly,history
1930,issue,western
54365,crime,approach
78483,never,season
98638,enough,model
92755,church,mind
47641,where,catch
61393,all,threat
84749,and,wear
18007,exist,pass
42773,air,task
69188,speech,wall
20136,build,movie
43893,opportunity,car
36964,so,modern
6794,national,though
7516,fight,computer
94927,probably,mind
88918,law,arm
30210,wonder,on
69867,speak,PM
83942,imagine,development
46859,keep,you
95517,best,work
41049,western,third
72735,store,central
28317,rich,budget
43780,just,machine
86412,feel,east
48975,what,guess
87276,or,consumer
99656,ask,on
22909,under,catch
53586,agree,near
59895,form,article
97933,share,relationship
47801,finally,type
74604,seven,character
37789,also,thus
48018,know,east
59982,ten,my
90019,theory,low
99604,bank,individual
58963,it,each
33843,activity,along
96723,American,agree
16054,member,part
99876,friend,company
8571,bag,network
68717,season,claim
89064,population,reveal
22021,although,back
55352,among,nor
40816,parent,picture
51892,enjoy,vote
82585,too,behavior
10344,two,woman
57871,doctor,admit
94191,authority,case
18091,wrong,someone
74581,somebody,fund
56429,edge,student
25834,thing,information
27924,agent,if
18426,scientist,high
97433,some,idea
3196,rise,reduce
51590,media,back
18870,that,involve
31135,to,money
55862,cold,data
69509,store,organization
62259,year,option
66978,garden,garden
18442,somebody,chair
16327,time,news
29313,Republican,them
36119,suggest,media
55991,dog,not
72716,level,simply
58455,memory,test
25311,generation,option
98660,find,yeah
74335,painting,research
51558,technology,civil
87216,idea,guy
86888,fact,weight
88177,interesting,plant
423,end,figure
70563,big,young
80170,better,begin
56874,run,know
11540,chance,throw
9517,side,small
86035,program,Mrs
89919,citizen,ahead
81196,east,stage
87964,miss,power
64238,administration,create
34152,should,every
89059,simply,southern
79240,left,they
58836,single,my
12773,seek,development
46186,threat,ability
92876,gas,very
62561,dog,may
72705,unit,along
75017,bed,lay
31973,analysis,value
66752,traditional,hair
97616,discover,difference
32377,training,start
82183,baby,smile
77225,view,own
92663,few,arrive
6998,action,address
98652,thus,edge
49891,group,drive
80751,authority,large
43831,he,the
25386,put,church
64990,difference,happen
41773,this,reflect
3202,happy,many
41517,professional,Mrs
62086,network,nearly
25494,federal,serve
37505,pass,prove
54933,two,hand
72720,if,live
15733,high,mind
65925,drop,performance
90595,but,kind
62106,animal,travel
6304,may,since
83078,method,conference
49496,happy,event
33689,again,issue
87096,want,head
15388,allow,consumer
73793,possible,which
17779,nothing,five
16863,fly,enough
64900,statement,development
89744,player,professional
83542,Mrs,do
31516,look,room
88850,city,attorney
17122,no,wrong
12786,whole,space
64622,you,oil
21324,form,get
64297,stop,office
14232,full,decade
85689,rule,citizen
67879,require,leg
22555,woman,deal
29225,push,style
54786,herself,finish
41185,risk,mission
4084,feel,why
15118,hundred,quality
31113,few,middle
5286,section,three
95524,enter,character
1801,government,give
19840,arrive,wide
44885,exactly,over
57405,protect,commercial
13867,sing,drop
12462,production,fire
8492,sea,reflect
53716,happy,better
44628,let,drug
69175,always,quite
66490,rise,benefit
13336,good,foreign
17050,real,source
77089,study,tough
48838,year,politics
99289,into,billion
91299,before,cut
68065,stop,not
37615,stay,mean
39559,walk,knowledge
73029,election,five
65602,film,information
73277,say,area
63546,start,medical
56191,board,five
62104,foot,audience
31557,account,subject
77935,consumer,policy
8026,detail,own
52731,there,education
70959,heavy,born
30136,college,air
98756,red,skin
31042,clear,central
16950,realize,phone
64865,service,although
57300,resource,cover
95630,although,friend
57488,material,pressure
69994,probably,particularly
56807,tend,report
53295,land,they
77843,tax,I
49841,by,position
80757,peace,maintain
31720,husband,moment
69860,true,far
29408,five,reflect
95933,program,blue
95086,operation,several
55154,bad,lot
9752,before,eye
78838,space,surface
78050,traditional,shoulder
5509,toward,list
96967,southern,another
26676,ball,alone
61159,late,civil
26126,much,those
52788,today,doctor
47366,western,save
20056,consumer,dinner
62409,treatment,nor
13124,know,almost
60934,reality,somebody
31100,measure,fill
87654,small,mouth
92877,administration,college
73436,born,goal
40093,could,campaign
72932,teach,meet
47331,impact,election
89600,perform,political
87060,lead,example
95387,gun,special
27971,single,clear
6746,keep,trial
81856,however,throw
47883,industry,tree
24021,minute,between
40305,area,piece
62944,then,bar
7554,like,outside
1778,be,why
95729,dark,pay
77234,several,know
66532,cup,material
76160,about,certain
53409,kitchen,different
75835,behind,top
91280,general,Mr
89678,church,agency
11389,quality,oil
3894,remain,instead
33155,across,above
71227,company,quite
14400,traditional,half
58787,range,write
38154,boy,happen
84289,ability,music
56182,candidate,data
8858,on,window
52925,probably,science
19622,agent,discussion
23497,score,main
30567,data,science
83862,local,treat
37326,know,anyone
85589,myself,suddenly
5529,just,day
38369,draw,pattern
46288,how,hit
88641,term,exist
56017,population,might
16165,education,explain
40790,only,exist
62366,on,mother
46135,marriage,husband
51880,practice,suggest
19386,find,admit
42310,take,rock
44277,social,part
56737,oil,show
10072,article,star
94726,chair,than
9982,consumer,want
25130,offer,job
53026,reason,listen
44188,toward,southern
71891,only,quite
63097,store,owner
51631,identify,say
71511,beyond,teacher
34922,fill,direction
44695,also,develop
67552,teach,professor
47297,reach,clear
31504,news,him
84527,particularly,back
67945,condition,health
1772,form,pressure
54465,west,away
53424,always,door
28811,office,dream
26850,coach,camera
50332,industry,sound
73963,share,talk
99509,girl,exactly
74121,kind,specific
15429,gun,sure
14146,difficult,move
74908,direction,very
14155,game,treatment
36732,enjoy,her
5151,themselves,back
20292,building,system
91528,throughout,tell
64213,six,court
19823,understand,end
50974,less,though
38589,some,everything
72621,others,wind
35212,view,huge
32904,sister,series
95960,stage,role
82424,situation,stay
56949,because,buy
77715,there,radio
48429,officer,leg
47388,occur,key
65840,poor,consider
59980,anyone,study
93589,market,loss
4785,mean,half
28296,answer,note
81591,baby,gun
37944,according,cultural
4165,over,standard
74492,stop,throw
93802,floor,store
5406,enter,do
13601,medical,still
81910,his,war
10018,off,indicate
36117,parent,across
39751,city,could
75110,son,democratic
59795,upon,bad
41312,say,receive
95625,yourself,employee
29670,business,guy
67706,difficult,the
74621,list,movement
58344,technology,east
72469,time,itself
43926,weight,top
64383,agreement,course
49515,maintain,debate
33479,dream,your
27136,a,side
35465,value,court
8085,stage,course
77322,sport,impact
50179,product,interview
49545,money,offer
8297,so,than
7576,which,send
81550,item,ready
30406,fight,fine
82295,prepare,relationship
14743,nation,car
40875,sure,staff
76676,voice,will
53539,yes,experience
81702,painting,attack
42751,first,word
328,only,couple
28683,lawyer,idea
27811,wall,two
72722,degree,model
58297,understand,early
43102,future,man
84592,green,list
63949,truth,professor
79710,once,notice
95600,box,notice
94748,hundred,history
13566,radio,hour
27487,thought,likely
58213,including,should
97091,positive,over
36632,state,glass
54524,trip,hope
89666,actually,rest
57712,card,score
9149,economy,need
4960,result,huge
20872,authority,increase
75145,hundred,choose
33996,respond,international
53507,its,up
26112,mission,join
13243,approach,traditional
79628,onto,thousand
21099,fine,item
14085,scene,partner
81374,little,color
33499,three,reflect
78166,what,TV
86948,report,area
91923,light,watch
16045,country,that
12119,for,then
22687,discover,one
80619,seek,central
12669,education,could
50593,before,identify
8616,relate,matter
1649,kitchen,fine
92469,coach,each
43217,ability,form
88032,possible,huge
72265,body,mission
73673,public,around
17762,father,dinner
56691,administration,sport
9163,evidence,where
66994,seek,look
3473,dinner,week
89412,after,include
41815,smile,security
37179,lawyer,speak
96056,fine,blue
54514,hold,leg
90775,seat,manager
49240,employee,push
62216,do,early
19918,Republican,war
28792,already,him
17172,choice,yourself
29049,air,civil
35281,around,attorney
92783,term,sing
44094,speech,pattern
50625,model,middle
34746,inside,response
66514,recently,cause
737,mind,customer
58768,accept,address
3880,activity,that
47770,range,thousand
12126,politics,director
79266,look,traditional
82318,line,either
98535,throughout,education
62069,film,church
97508,spring,wife
30736,dark,owner
42775,successful,provide
6325,should,allow
64719,west,young
85980,soon,view
18094,country,owner
44674,guy,sport
74461,place,mission
81207,camera,hand
35721,fast,billion
43937,something,defense
74829,next,house
28495,same,over
34082,bring,right
10671,behavior,section
77233,bed,do
26634,cultural,necessary
76856,sit,western
34325,wide,growth
83163,wall,image
69579,majority,moment
69040,car,majority
99303,society,anyone
84051,up,none
9722,election,say
95977,nor,budget
48771,anything,you
95192,population,research
31792,order,one
18460,building,top
47604,though,ball
9999,former,which
34583,your,enjoy
82261,gun,subject
30728,choose,skin
9315,voice,one
22264,represent,final
33007,him,theory
63694,everything,finally
40861,include,mind
35072,south,start
13441,side,share
62604,system,financial
97136,miss,town
77178,Mrs,hotel
1661,suffer,national
15524,material,writer
46256,might,eat
85032,dark,attorney
42554,couple,stage
6159,until,later
37942,use,team
86271,safe,run
91772,building,teach
15502,relate,campaign
28385,civil,hit
68592,speak,theory
96019,must,plant
52039,heavy,short
14196,me,within
550,while,up
79373,him,nothing
18698,determine,amount
64959,term,word
98386,bed,local
25578,role,my
70713,glass,computer
5414,away,defense
20526,meet,affect
76935,expect,economic
14580,final,it
85857,sport,section
64867,make,record
40806,inside,science
86407,soldier,while
65890,thus,change
25669,bit,evidence
94897,rich,get
2317,compare,but
86434,why,enough
53198,second,computer
62744,box,approach
88385,war,sense
45059,public,region
14292,fill,defense
32577,mouth,onto
38443,forget,throw
97037,recent,table
93451,television,house
64972,herself,theory
66697,very,really
80962,make,whose
54709,computer,attention
97465,together,lot
8862,mean,organization
93384,local,news
925,game,board
62117,mean,college
57503,able,thought
43024,point,charge
71607,visit,water
75124,way,region
82430,election,town
87033,new,indeed
48589,add,none
80502,social,often
84692,movie,physical
80202,summer,money
38941,send,sound
69656,heart,law
96697,quality,administration
49177,guess,himself
89799,itself,popular
33181,nation,center
63390,however,everybody
8799,they,scientist
73844,law,office
85682,hour,season
25034,hospital,more
66224,also,score
85376,south,those
28777,computer,method
19839,save,put
55705,prevent,whole
68177,from,know
41050,opportunity,begin
5508,police,sort
97667,report,population
37663,daughter,my
31403,case,something
80794,around,professor
35138,good,attack
22081,final,move
68059,save,risk
16517,hot,site
56183,computer,month
52937,while,act
30723,study,again
34859,research,finish
5369,behavior,citizen
55546,according,follow
17359,week,tax
57918,yes,realize
69584,green,total
74668,especially,most
20455,majority,major
79165,thought,share
80033,your,policy
15873,provide,represent
52626,else,him
4658,understand,staff
31184,all,discover
46272,no,trouble
40381,charge,it
10571,oil,bad
22516,teacher,participant
41848,almost,business
31219,interview,find
45511,production,government
56699,various,could
76945,serve,full
85064,agent,bank
99075,simple,sea
66757,radio,you
41480,trip,star
70965,arm,feel
32445,water,particular
80045,hot,act
65195,one,morning
23148,enough,try
60007,hold,few
82965,order,building
87853,room,we
69258,level,husband
68107,never,ahead
12747,statement,strong
94847,campaign,give
7377,sign,certain
10296,yourself,perhaps
61335,service,stand
37692,say,first
84802,six,inside
80645,positive,ok
82691,apply,general
32957,such,picture
39505,against,student
21843,stand,north
95361,training,organization
96284,election,able
28283,tax,because
66591,general,citizen
88099,big,without
72,financial,international
16505,though,deal
11488,probably,general
89020,hospital,heavy
37882,crime,everything
31581,table,see
51066,across,whom
74904,executive,work
32339,miss,carry
97812,use,maintain
50615,like,walk
95307,heavy,wrong
19979,security,visit
2448,yet,sell
94404,talk,trouble
22538,ball,like
42597,let,foot
15386,behind,seek
21507,decide,phone
95169,attorney,than
18514,Democrat,young
34417,chair,article
24719,animal,somebody
20741,new,environment
15462,fast,gas
37633,cause,third
41660,region,college
28370,executive,main
46380,traditional,catch
65637,guy,five
73479,civil,mean
91678,feeling,gas
56822,seem,ball
57802,growth,family
21062,from,focus
40469,learn,wind
78617,people,carry
77892,pass,help
60499,range,authority
56480,leave,peace
71410,half,political
67416,chance,situation
51127,worry,around
17189,street,question
18493,people,stage
88724,music,would
31593,start,total
76175,daughter,manager
13730,two,investment
12798,out,until
25074,run,somebody
76153,key,song
64928,idea,receive
6615,light,term
58536,enter,source
44922,source,poor
91997,window,former
6012,up,opportunity
10713,gun,within
9528,hair,two
21285,work,really
51312,chair,range
41616,chance,unit
59920,anything,hair
72349,family,tell
27701,individual,language
57030,benefit,believe
57192,box,board
89855,maintain,day
57934,walk,style
75556,provide,radio
11849,give,close
14609,whatever,thousand
83890,keep,huge
52288,section,space
46773,easy,yes
22566,notice,suggest
82247,woman,machine
96401,all,when
51903,see,never
85957,least,feeling
279,think,raise
94364,adult,area
24197,upon,foot
92400,get,crime
36448,fish,what
44096,attorney,perhaps
53633,discussion,cold
29388,above,movie
68073,music,film
83019,will,key
90334,say,issue
94299,buy,simply
41093,under,thus
32852,involve,it
61640,south,wind
75153,speech,dark
7768,relationship,effort
75878,manage,car
84761,base,coach
99702,board,create
49706,mind,imagine
46101,buy,player
36376,large,either
2709,evidence,budget
45094,medical,dream
88349,cover,happen
22014,end,four
21833,despite,light
69481,dark,education
91166,success,help
1518,many,level
14423,enough,thousand
99944,president,recently
14656,from,other
9814,station,herself
45155,two,past
30601,task,serious
82144,statement,yet
82168,investment,whole
3005,turn,could
38640,or,rest
54925,kid,model
60896,along,at
10407,again,other
42934,live,environmental
92205,wait,require
11546,share,poor
9969,after,run
32585,deal,shake
46577,word,politics
64145,yes,race
3951,several,as
31854,my,wife
59563,cause,test
73558,friend,right
38725,such,your
27956,of,artist
57272,fight,sell
39617,expert,never
69502,project,pretty
32213,dream,care
58311,teacher,range
35503,doctor,success
30461,ago,officer
49847,establish,easy
97924,Republican,be
39045,fight,age
82618,number,relate
20415,likely,yes
76424,gas,discussion
1578,scientist,grow
36016,process,though
7090,hot,use
76484,model,building
56917,key,everything
77708,find,business
29139,player,Congress
65670,piece,prevent
1813,law,summer
37872,chance,shoulder
84573,throughout,environment
14957,place,or
53064,pay,charge
62610,believe,yes
51796,view,Mr
52138,city,fire
3284,do,school
95782,six,picture
77664,control,investment
13370,step,out
72845,you,appear
73360,continue,growth
36641,win,television
36393,movie,campaign
82111,travel,push
89408,camera,voice
93820,between,fly
3732,notice,design
87713,accept,describe
13963,choose,for
92351,development,door
58731,win,discuss
83607,and,on
26713,until,realize
21286,leg,start
41830,decade,environmental
28619,the,imagine
62974,purpose,time
43655,team,modern
23945,recent,hit
2938,seat,figure
22666,not,last
93286,smile,dream
64599,apply,across
5804,beautiful,learn
46296,behavior,goal
35410,process,foot
11943,sea,laugh
63699,her,rate
91511,travel,situation
48912,political,general
86219,chance,pull
10839,different,team
29094,unit,someone
3831,involve,method
33291,floor,include
62046,and,middle
41224,hold,speak
96629,result,catch
84638,music,record
93634,control,relate
15792,go,mention
92063,group,young
6940,great,pressure
80199,its,doctor
79762,prove,today
50616,main,various
87223,job,course
73327,someone,before
99803,moment,hotel
12508,including,appear
65716,kind,under
98262,wear,almost
46016,direction,they
44583,more,floor
12311,water,style
10963,person,manager
62078,meet,see
36609,shake,type
57861,table,south
26143,whom,claim
672,lay,film
68194,artist,traditional
47089,effort,defense
12107,card,rule
92417,benefit,board
69296,life,discover
64200,turn,family
81232,table,wife
23655,ready,east
28192,political,next
48577,final,present
79097,among,rest
20543,theory,through
80120,nor,score
73418,see,turn
2768,instead,wait
98697,tonight,number
27853,line,Republican
42008,chance,truth
22484,action,bring
75659,fish,production
6087,morning,the
96,maintain,reason
1970,fund,direction
96683,box,color
22521,item,set
85453,weight,couple
61631,worker,moment
10478,six,nor
81535,admit,brother
11298,long,music
4232,machine,another
89640,help,single
71312,star,class
4421,determine,oil
46960,management,year
7730,animal,live
45009,material,himself
38274,friend,window
35348,she,condition
64592,career,white
12745,Mr,human
96874,contain,director
47676,might,lose
7004,order,find
88332,leave,effect
32269,assume,leave
86975,a,born
72639,federal,soldier
18504,thousand,not
73589,level,economic
26474,show,physical
61185,be,keep
131,decide,end
31767,business,nor
57932,way,see
65379,there,job
79376,open,inside
98517,prepare,into
2594,threat,later
49390,stay,media
84475,can,example
27940,have,box
90671,statement,position
91086,tough,your
88062,together,medical
78668,receive,drug
57844,eat,him
7003,light,population
49039,between,bank
38641,soldier,board
79538,actually,democratic
11308,travel,space
93678,mind,parent
72524,land,technology
84684,road,quickly
49884,simply,senior
45479,order,same
87968,food,public
42522,teacher,foot
31639,attorney,well
32162,somebody,with
3317,have,news
74947,view,final
22698,speak,look
16603,hand,remember
3336,they,tell
1400,strong,study
46944,young,economy
85402,campaign,either
86157,agent,home
12013,already,like
96561,inside,hour
63159,about,difference
32547,ground,man
17697,should,red
57087,this,we
37056,interest,plan
28061,blue,act
22941,positive,agent
95273,read,government
61173,dog,federal
62937,course,position
51078,activity,dream
4095,behind,figure
10154,successful,officer
9659,war,run
90554,reduce,operation
71550,drive,result
31579,lawyer,type
2143,baby,onto
22658,probably,energy
48533,right,lot
62663,measure,future
95948,describe,people
25651,anything,forget
90240,improve,international
60824,decade,purpose
45415,meeting,light
64627,early,for
66895,paper,them
39654,she,short
85227,simple,cold
1120,change,production
73405,note,with
80714,clearly,prepare
58269,deal,business
70050,range,ahead
65870,a,mind
32874,free,himself
33247,full,different
59539,to,purpose
63112,Congress,pretty
8407,material,relationship
58220,speak,long
56614,measure,through
20511,physical,notice
97295,test,case
22767,forward,impact
90948,everybody,free
16181,matter,if
95119,treat,short
80971,pick,probably
73537,training,move
29345,cup,design
89628,friend,woman
3715,send,nor
35375,interest,especially
71266,herself,behavior
4344,goal,improve
77297,month,attack
21997,bag,camera
80542,over,up
91872,thing,suddenly
7798,can,question
85255,respond,thus
87082,between,hour
65566,interview,material
32236,lawyer,later
85232,day,character
6189,pass,table
89139,decide,challenge
55883,old,ground
75240,drug,collection
31762,road,specific
38080,need,fund
11413,accept,their
40261,only,call
75876,never,go
22872,compare,window
49084,occur,institution
42919,wait,general
56507,sister,appear
83928,raise,million
78402,conference,staff
49563,degree,Congress
53241,than,bed
43238,stuff,book
97395,reflect,seat
3552,so,happy
55665,artist,section
89596,white,tonight
73350,thousand,evidence
71968,lot,ahead
26441,guess,among
73501,environmental,ten
28235,assume,speak
60754,even,between
73271,inside,just
64872,pattern,trouble
62705,board,people
82019,anyone,stage
54861,participant,try
13305,analysis,campaign
8108,beat,between
84199,letter,lose
7782,high,establish
43626,major,with
44507,detail,crime
1181,close,camera
70954,produce,myself
34013,rule,these
69361,away,indicate
23539,care,the
20235,condition,west
79698,program,see
51008,same,ground
7521,involve,seven
26444,upon,find
7264,whole,occur
3087,idea,challenge
46806,board,increase
74175,talk,finish
8914,kitchen,across
64049,fill,reveal
55812,morning,still
25359,study,detail
17331,suddenly,arm
76553,child,particular
71837,deep,data
13379,pressure,perhaps
17605,page,their
83606,true,rock
35179,for,full
19201,drive,expect
45506,region,between
13514,wife,nation
3007,myself,current
40453,add,wide
78165,peace,foot
33924,detail,woman
2489,seven,himself
95661,but,suddenly
47931,should,even
70071,social,success
43609,per,power
12991,should,receive
28320,organization,wife
70552,whatever,wish
51801,business,mouth
85344,girl,born
